STUDY	BIOENTITY	PROPERTY_TYPE	PROPERTY_VALUE	SEMANTIC_TAG	ANNOTATOR	ANNOTATION_DATE
IHCC Basic	https://purl.ihccglobal.org/GCS_drugduration_9	information_entity	drugduration_9	http://purl.obolibrary.org/obo/PDRO_0000024	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_antibiotics	information_entity	antibiotics	http://purl.obolibrary.org/obo/PDRO_0000024	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_hbsag	information_entity	hbsag	http://purl.obolibrary.org/obo/UBERON_0000178	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_FriendVillage	information_entity	FriendVillage	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_TobType_4	information_entity	TobType_4	http://purl.obolibrary.org/obo/GECKO_0000068	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_CancRelSite_2	information_entity	CancRelSite_2	http://purl.obolibrary.org/obo/MONDO_0004992	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_drugname_4	information_entity	drugname_4	http://purl.obolibrary.org/obo/PDRO_0000024	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_Cigpackyear_2	information_entity	Cigpackyear_2	http://purl.obolibrary.org/obo/GECKO_0000068	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_OpiateStartAge_3	information_entity	OpiateStartAge_3	http://purl.obolibrary.org/obo/GECKO_0000103	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_TeaTempDegrees	information_entity	TeaTempDegrees	http://purl.obolibrary.org/obo/PATO_0001995	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_FoodWatShallowFryFish	information_entity	FoodWatShallowFryFish	http://purl.obolibrary.org/obo/PATO_0001995	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_mean_bp	information_entity	mean_bp	http://purl.obolibrary.org/obo/CMO_0000003	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_physactworkallyearflag	information_entity	physactworkallyearflag	http://purl.obolibrary.org/obo/GECKO_0000104	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_HTNcat	information_entity	HTNcat	http://purl.obolibrary.org/obo/MONDO_0004995	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_drugname_1	information_entity	drugname_1	http://purl.obolibrary.org/obo/PDRO_0000024	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_cancerdxsite	information_entity	cancerdxsite	http://purl.obolibrary.org/obo/MONDO_0004992	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_hb	information_entity	hb	http://purl.obolibrary.org/obo/UBERON_0000178	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_FoodWatSteamFish	information_entity	FoodWatSteamFish	http://purl.obolibrary.org/obo/PATO_0001995	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_PropertyWashMachOwned	information_entity	PropertyWashMachOwned	http://purl.obolibrary.org/obo/PATO_0001995	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_mch	information_entity	mch	http://purl.obolibrary.org/obo/UBERON_0000178	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_DisJaundiceDx	information_entity	DisJaundiceDx	http://purl.obolibrary.org/obo/MONDO_0005151	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_drugdose_6	information_entity	drugdose_6	http://purl.obolibrary.org/obo/PDRO_0000024	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_Age_self	information_entity	Age_self	http://purl.obolibrary.org/obo/PATO_0000011	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_DisRheumaticHeartAge	information_entity	DisRheumaticHeartAge	http://purl.obolibrary.org/obo/MONDO_0004995	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_ResDuration_2	information_entity	ResDuration_2	http://purl.obolibrary.org/obo/GECKO_0000064	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_TwinAlive	information_entity	TwinAlive	http://purl.obolibrary.org/obo/GECKO_0000066	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_drugduration_8	information_entity	drugduration_8	http://purl.obolibrary.org/obo/PDRO_0000024	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_ResCitVill_2	information_entity	ResCitVill_2	http://purl.obolibrary.org/obo/GECKO_0000064	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_FoodWatShallowFryMeat	information_entity	FoodWatShallowFryMeat	http://purl.obolibrary.org/obo/PATO_0001995	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_Metabolic_Equivalent_Task	information_entity	Metabolic Equivalent Task	http://purl.obolibrary.org/obo/GECKO_0000104	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_TobNumberPerDay_4	information_entity	TobNumberPerDay_4	http://purl.obolibrary.org/obo/GECKO_0000068	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_OpiateType	information_entity	OpiateType	http://purl.obolibrary.org/obo/GECKO_0000103	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_FirstName	information_entity	FirstName	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_mid_bp	information_entity	mid_bp	http://purl.obolibrary.org/obo/CMO_0000003	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_cancerdxflag	information_entity	cancerdxflag	http://purl.obolibrary.org/obo/MONDO_0004992	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_fruits	information_entity	fruits	http://purl.obolibrary.org/obo/GECKO_0000072	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_DisDiabetesDx	information_entity	DisDiabetesDx	http://purl.obolibrary.org/obo/MONDO_0005151	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_house_nonowned	information_entity	house_nonowned	http://purl.obolibrary.org/obo/PATO_0001995	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_OpiateEndAge_4	information_entity	OpiateEndAge_4	http://purl.obolibrary.org/obo/GECKO_0000103	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_HeatMethod_1	information_entity	HeatMethod_1	http://purl.obolibrary.org/obo/PATO_0001995	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_fbg	information_entity	fbg	http://purl.obolibrary.org/obo/UBERON_0000178	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_NumberLiveBirths	information_entity	NumberLiveBirths	http://purl.obolibrary.org/obo/PATO_0001995	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_OpiateDaysPerWeek_3	information_entity	OpiateDaysPerWeek_3	http://purl.obolibrary.org/obo/GECKO_0000103	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_TobDuration_2	information_entity	TobDuration_2	http://purl.obolibrary.org/obo/GECKO_0000068	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_mcv	information_entity	mcv	http://purl.obolibrary.org/obo/UBERON_0000178	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_TobNumberPerDay_3	information_entity	TobNumberPerDay_3	http://purl.obolibrary.org/obo/GECKO_0000068	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_CancRelAgeDiagnosis_2	information_entity	CancRelAgeDiagnosis_2	http://purl.obolibrary.org/obo/MONDO_0004992	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_City_Village	information_entity	City_Village	http://purl.obolibrary.org/obo/GECKO_0000064	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_bpleft2dbp	information_entity	bpleft2dbp	http://purl.obolibrary.org/obo/CMO_0000003	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_Antiplatelets	information_entity	Antiplatelets	http://purl.obolibrary.org/obo/PDRO_0000024	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_ldlhdl	information_entity	ldlhdl	http://purl.obolibrary.org/obo/UBERON_0000178	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_DisCOPDDx	information_entity	DisCOPDDx	http://purl.obolibrary.org/obo/MONDO_0005087	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_red_meat	information_entity	red meat	http://purl.obolibrary.org/obo/GECKO_0000072	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_BloodType	information_entity	BloodType	http://purl.obolibrary.org/obo/UBERON_0000178	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_drugfrequency_5	information_entity	drugfrequency_5	http://purl.obolibrary.org/obo/PDRO_0000024	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_TeaTempDescription	information_entity	TeaTempDescription	http://purl.obolibrary.org/obo/PATO_0001995	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_BrothersN	information_entity	BrothersN	http://purl.obolibrary.org/obo/GECKO_0000066	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_AnimalEndAge_3	information_entity	AnimalEndAge_3	http://purl.obolibrary.org/obo/PATO_0001995	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_Fe	information_entity	Fe	http://purl.obolibrary.org/obo/GECKO_0000072	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_OpiateDaysPerWeek_2	information_entity	OpiateDaysPerWeek_2	http://purl.obolibrary.org/obo/GECKO_0000103	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_drugfrequency_10	information_entity	drugfrequency_10	http://purl.obolibrary.org/obo/PDRO_0000024	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_Sugar_intake	information_entity	Sugar intake	http://purl.obolibrary.org/obo/GECKO_0000072	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_PropertyColorTVYears	information_entity	PropertyColorTVYears	http://purl.obolibrary.org/obo/PATO_0001995	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_physacthouseworkflag	information_entity	physacthouseworkflag	http://purl.obolibrary.org/obo/GECKO_0000104	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_drugname_9	information_entity	drugname_9	http://purl.obolibrary.org/obo/PDRO_0000024	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_SistersN	information_entity	SistersN	http://purl.obolibrary.org/obo/GECKO_0000066	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_PropertyRefrigeratorYears	information_entity	PropertyRefrigeratorYears	http://purl.obolibrary.org/obo/PATO_0001995	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_bpleft1dbp	information_entity	bpleft1dbp	http://purl.obolibrary.org/obo/CMO_0000003	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_RefluxHeartburnTXFlag	information_entity	RefluxHeartburnTXFlag	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_total_packyear	information_entity	total_packyear	http://purl.obolibrary.org/obo/GECKO_0000068	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_PlaceOfInterview	information_entity	PlaceOfInterview	http://purl.obolibrary.org/obo/GECKO_0000006	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_Potassium	information_entity	Potassium	http://purl.obolibrary.org/obo/GECKO_0000072	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_FoodWatFreshImportedFruitChange	information_entity	FoodWatFreshImportedFruitChange	http://purl.obolibrary.org/obo/PATO_0001995	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_DisLiverAge	information_entity	DisLiverAge	http://purl.obolibrary.org/obo/MONDO_0005151	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_AlcQuantityPerEpisode_3	information_entity	AlcQuantityPerEpisode_3	http://purl.obolibrary.org/obo/GECKO_0000069	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_FoodWatDeepFryMeat	information_entity	FoodWatDeepFryMeat	http://purl.obolibrary.org/obo/PATO_0001995	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_physacthouseworkhours	information_entity	physacthouseworkhours	http://purl.obolibrary.org/obo/GECKO_0000104	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_OpiateNokhod_2	information_entity	OpiateNokhod_2	http://purl.obolibrary.org/obo/GECKO_0000103	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_Gidrugs	information_entity	Gidrugs	http://purl.obolibrary.org/obo/GECKO_0000094	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_AlcEpisodesPerMonth_1	information_entity	AlcEpisodesPerMonth_1	http://purl.obolibrary.org/obo/GECKO_0000069	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_hct	information_entity	hct	http://purl.obolibrary.org/obo/UBERON_0000178	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_Glycemic_load	information_entity	Glycemic load	http://purl.obolibrary.org/obo/GECKO_0000072	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_Indomethacin	information_entity	Indomethacin	http://purl.obolibrary.org/obo/PDRO_0000024	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_CancRelRelativeCode_2	information_entity	CancRelRelativeCode_2	http://purl.obolibrary.org/obo/MONDO_0004992	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_CancRelICD10_4	information_entity	CancRelICD10_4	http://purl.obolibrary.org/obo/MONDO_0004992	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_LastName	information_entity	LastName	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_Statins	information_entity	Statins	http://purl.obolibrary.org/obo/PDRO_0000024	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_gamma	information_entity	gamma	http://purl.obolibrary.org/obo/UBERON_0000178	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_bodyindiceswaist	information_entity	bodyindiceswaist	http://purl.obolibrary.org/obo/CMO_0000021	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_AnimalStartAge_1	information_entity	AnimalStartAge_1	http://purl.obolibrary.org/obo/PATO_0001995	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_CancRelSite_4	information_entity	CancRelSite_4	http://purl.obolibrary.org/obo/MONDO_0004992	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_HeatingSystemType_3	information_entity	HeatingSystemType_3	http://purl.obolibrary.org/obo/PATO_0001995	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_bpright2dbp	information_entity	bpright2dbp	http://purl.obolibrary.org/obo/CMO_0000003	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_Vitamin_B2	information_entity	Vitamin B2	http://purl.obolibrary.org/obo/GECKO_0000072	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_creatinine	information_entity	creatinine	http://purl.obolibrary.org/obo/UBERON_0000178	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_TobStartAge_1	information_entity	TobStartAge_1	http://purl.obolibrary.org/obo/GECKO_0000068	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_TobNumberPerDay_1	information_entity	TobNumberPerDay_1	http://purl.obolibrary.org/obo/GECKO_0000068	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_DisStrokeDx	information_entity	DisStrokeDx	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_ARB	information_entity	ARB	http://purl.obolibrary.org/obo/PDRO_0000024	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_HeatAndFuelDuration_2	information_entity	HeatAndFuelDuration_2	http://purl.obolibrary.org/obo/PATO_0001995	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_diffdbp_right_left	information_entity	diffdbp_right_left	http://purl.obolibrary.org/obo/CMO_0000003	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_alt	information_entity	alt	http://purl.obolibrary.org/obo/UBERON_0000178	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_Opiatecum_3	information_entity	Opiatecum_3	http://purl.obolibrary.org/obo/GECKO_0000103	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_Vitamin_D	information_entity	Vitamin D	http://purl.obolibrary.org/obo/GECKO_0000072	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_WeightLossAmount	information_entity	WeightLossAmount	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_drugduration_5	information_entity	drugduration_5	http://purl.obolibrary.org/obo/PDRO_0000024	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GCS_drugfrequency_3	information_entity	drugfrequency_3	http://purl.obolibrary.org/obo/PDRO_0000024	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_orgsup_5	information_entity	orgsup_5	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_ccdisdest	information_entity	ccdisdest	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_attendkey_flag	information_entity	Attendence Key Flag	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_administrative	information_entity	Administrative	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_hneoind	information_entity	Healthly Neonate Indicator	http://purl.obolibrary.org/obo/GECKO_0000114	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_alcdiag	information_entity	Principal alcohol related diagnosis	http://purl.obolibrary.org/obo/GECKO_0000069	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_analysis_group	information_entity	analysis_group	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_ic_rec_endrp_mha_flag	information_entity	ic_rec_endrp_mha_flag	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_q2_allergy	information_entity	q2_allergy	http://purl.obolibrary.org/obo/GECKO_0000096	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_hr_q2_score_complete	information_entity	hr_q2_score_complete	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_mhd_mhct_honosrating1_score	information_entity	mhd_mhct_honosrating1_score	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_acpspef_1	information_entity	Augmented care period specialty function code	http://purl.obolibrary.org/obo/GECKO_0000073	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_postdur	information_entity	Postnatal stay	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_postdur	information_entity	Postnatal stay	http://purl.obolibrary.org/obo/GECKO_0000114	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_icd10_multiple_cause_code_10	information_entity	icd10_multiple_cause_code_10	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_mhd_honoscarating8_score	information_entity	mhd_honoscarating8_score	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_ic_fetal_desc	information_entity	Fetal	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_wardstrt	information_entity	Ward type at start of episode	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_hr_q2_limping	information_entity	Q2-HR9	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_diag2_04	information_entity	diag2_04	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_vv_q2_max_score	information_entity	vv_q2_max_score	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_dnadate	information_entity	Last DNA or patient cancelled date	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_sexbaby_9	information_entity	sexbaby_9	http://purl.obolibrary.org/obo/PATO_0000047	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_sexbaby_9	information_entity	sexbaby_9	http://purl.obolibrary.org/obo/GECKO_0000114	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_acpout_5	information_entity	ACPOUT_N	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_regimen_mod_stopped_early	information_entity	regimen_mod_stopped_early	http://purl.obolibrary.org/obo/GECKO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_kr_q1_stairs	information_entity	Q1-KR12	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_birweit_5	information_entity	BIRWEIT_N	http://purl.obolibrary.org/obo/GECKO_0000114	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_activage	information_entity	Age at activity date	http://purl.obolibrary.org/obo/PATO_0000011	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_supplied_date_of_birth	information_entity	supplied_date_of_birth	http://purl.obolibrary.org/obo/PATO_0000011	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_supplied_gender	information_entity	supplied_gender	http://purl.obolibrary.org/obo/GECKO_0000060	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_mhd_honos65_rating2_score	information_entity	mhd_honos65_rating2_score	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_mhd_primarydiagnosis	information_entity	mhd_primarydiagnosis	http://purl.obolibrary.org/obo/MONDO_0000001	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_treat2_06	information_entity	treat2_06	http://purl.obolibrary.org/obo/GECKO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_numacp	information_entity	Number of augmented care periods within episode	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_kr_q1_washing	information_entity	Q1-KR3	http://purl.obolibrary.org/obo/OGMS_0000020	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_q1_complete	information_entity	q1_complete	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_birstat_6	information_entity	BIRSTAT_N	http://purl.obolibrary.org/obo/GECKO_0000114	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_did_date4	information_entity	Service Report Issue Date	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_mhd_psychtreat_start_date	information_entity	mhd_psychtreat_start_date	http://purl.obolibrary.org/obo/STATO_0000093	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_numtailb	information_entity	Number of baby tails	http://purl.obolibrary.org/obo/GECKO_0000114	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_susspellid	information_entity	SUS generated spell identifier	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_pcgcode	information_entity	Primary care group	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_q1_eq5d_profile_complete	information_entity	q1_eq5d_profile_complete	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
IHCC Basic	https://purl.ihccglobal.org/GE_mhd_mhct_honosrating7_score	information_entity	mhd_mhct_honosrating7_score	http://purl.obolibrary.org/obo/GECKO_0000052	Knocean	2020-09-07 18:36:33
