Label	Class Type	GECKO Label	GE Parents	Comment																				
Q2-KR7		signs and symptoms	Knee Replacement - Q2																					
Q2-KR2		signs and symptoms	Knee Replacement - Q2																					
Q2-KR1		signs and symptoms	Knee Replacement - Q2																					
kr_q2_score_complete		signs and symptoms	Knee Replacement - Q2																					
Q2-KR11		signs and symptoms	Knee Replacement - Q2																					
kr_q2_stairs		signs and symptoms	Knee Replacement - Q2																					
Q2-KR6		signs and symptoms	Knee Replacement - Q2																					
Q2-KR4		signs and symptoms	Knee Replacement - Q2																					
Q2-KR5		signs and symptoms	Knee Replacement - Q2																					
Q2-KR3		signs and symptoms	Knee Replacement - Q2																					
Q2-KR9		signs and symptoms	Knee Replacement - Q2																					
Location - LSOA		residence	Location	derived from residence post code																				
Location - MSOA		residence	Location	derived from residence post code																				
Gestation period in weeks at first antenatal assessment		pregnancy history	Maternity																					
First antenatal assessment date		pregnancy history	Maternity																					
Antenatal days of stay		pregnancy history	Maternity																					
Resuscitation Method			Maternity	resusciation for baby - may be drugs or non-pharm																				
BIRESUS_N			Maternity																					
BIRESUS_N			Maternity																					
BIRESUS_N			Maternity																					
BIRESUS_N			Maternity																					
BIRESUS_N			Maternity																					
BIRESUS_N			Maternity																					
BIRESUS_N			Maternity																					
BIRESUS_N			Maternity																					
Birth Order		pregnancy history	Maternity	?																				
BIRORDR_N			Maternity																					
BIRORDR_N			Maternity																					
BIRORDR_N			Maternity																					
BIRORDR_N			Maternity																					
BIRORDR_N			Maternity																					
BIRORDR_N			Maternity																					
BIRORDR_N			Maternity																					
BIRORDR_N			Maternity																					
Birth Status		pregnancy history	Maternity	baby stillborn or alive - maybe pregnancy history? not sure																				
BIRSTAT_N			Maternity																					
BIRSTAT_N			Maternity																					
BIRSTAT_N			Maternity																					
BIRSTAT_N			Maternity																					
BIRSTAT_N			Maternity																					
BIRSTAT_N			Maternity																					
BIRSTAT_N			Maternity																					
BIRSTAT_N			Maternity																					
Birth Weight		pregnancy history|weight	Maternity	not sure if it's right to call this both																				
BIRWEIT_N			Maternity																					
BIRWEIT_N			Maternity																					
BIRWEIT_N			Maternity																					
BIRWEIT_N			Maternity																					
BIRWEIT_N			Maternity																					
BIRWEIT_N			Maternity																					
BIRWEIT_N			Maternity																					
BIRWEIT_N			Maternity																					
Delivery place change reason			Maternity	why delivery place was changed																				
Delivery place (intended)		pregnancy history|location	Maternity																					
Alternative Delivery method (Derived)		pregnancy history	Maternity	method of birth (e.g. breech, forceps, etc.) may involve surgical intervention																				
delmeth_2		pregnancy history	Maternity																					
delmeth_3		pregnancy history	Maternity																					
delmeth_4		pregnancy history	Maternity																					
delmeth_5		pregnancy history	Maternity																					
delmeth_6		pregnancy history	Maternity																					
delmeth_7		pregnancy history	Maternity																					
delmeth_8		pregnancy history	Maternity																					
delmeth_9		pregnancy history	Maternity																					
Labour/delivery onset method		pregnancy history	Maternity	may involve drugs or surgical																				
Delivery place (actual)		pregnancy history|location	Maternity																					
delplac_2			Maternity																					
delplac_3			Maternity																					
delplac_4			Maternity																					
delplac_5			Maternity																					
delplac_6			Maternity																					
delplac_7			Maternity																					
delplac_8			Maternity																					
delplac_9			Maternity																					
Anaesthetic given post-labour or delivery		pregnancy history|use of anaesthetics	Maternity																					
Anaesthetic given during labour or delivery		pregnancy history|use of anaesthetics	Maternity																					
Status of person conducting delivery		physician/practitioner info	Maternity	is this also part of pregnancy history?																				
delstat_2		physician/practitioner info	Maternity																					
delstat_3		physician/practitioner info	Maternity																					
delstat_4		physician/practitioner info	Maternity																					
delstat_5		physician/practitioner info	Maternity																					
delstat_6		physician/practitioner info	Maternity																					
delstat_7		physician/practitioner info	Maternity																					
delstat_8		physician/practitioner info	Maternity																					
delstat_9		physician/practitioner info	Maternity																					
Length of gestation			Maternity																					
gestat_2			Maternity																					
gestat_3			Maternity																					
gestat_4			Maternity																					
gestat_5			Maternity																					
gestat_6			Maternity																					
gestat_7			Maternity																					
gestat_8			Maternity																					
gestat_9			Maternity																					
Healthly Neonate Indicator			Maternity																					
Mother‚Äôs age at delivery			Maternity																					
Episode Type - Maternity			Maternity																					
Neonatal level of care			Maternity																					
Age of baby in days			Maternity																					
Number of babies		pregnancy history	Maternity																					
Number of previous pregnancies		pregnancy history	Maternity																					
Number of baby tails			Maternity																					
Postnatal stay			Maternity																					
Sex of baby		pregnancy history|biological sex	Maternity																					
sexbaby_2		pregnancy history|biological sex	Maternity																					
sexbaby_3		pregnancy history|biological sex	Maternity																					
sexbaby_4		pregnancy history|biological sex	Maternity																					
sexbaby_5		pregnancy history|biological sex	Maternity																					
sexbaby_6		pregnancy history|biological sex	Maternity																					
sexbaby_7		pregnancy history|biological sex	Maternity																					
sexbaby_8		pregnancy history|biological sex	Maternity																					
sexbaby_9		pregnancy history|biological sex	Maternity																					
Well baby flag		pregnancy history	Maternity																					
Modality ID			Modality	IDs that group procedures and methods																				
Morphology ID			Morphology	categorizes imaging conducted on abnormalities																				
Commissioning serial number			Organisation	identifies an NHS service agreement																				
Health Authority area where patient‚Äôs GP is registered			Organisation	where GP is registered																				
Regional Office area where patient‚Äôs GP was registered			Organisation	where GP is registered																				
Primary care group			Organisation	PCG responsible for patient																				
Provider code (5 character)			Organisation	code of organization acting as health care provider																				
Commissioner code			Organisation	code of organization comissioning patient's care																				
Commissioner‚Äôs Regional Office			Organisation	location of commissioner																				
Commissioner‚Äôs Strategic Health Authority			Organisation	location of commissioner (SHA)																				
Commissioner code status			Organisation	if commissioner's code is recognized by NHS																				
Pseudonymised code of GP practice			Organisation	registered GP																				
Organisation Code			Organisation	organization that submitted imaging record																				
Organisation Code			Organisation	organization that submitted imaging record																				
Organisation Name			Organisation	organization that submitted imaging record																				
PCT of responsibility (2002)			Organisation data	primary care trust responsible for patient (location where GP is registered, not where patient lives)																				
Provider Code			Organisation data|Appointments	code of organization acting as health care provider																				
Primary Care Trust area where patient‚Äôs GP was registered			Organisation|Organisation data	location of GP (PCT)																				
Strategic Health Authority area where patient‚Äôs GP was registered			Organisation|Organisation data	location of GP (SHA)																				
Provider code (3 character)			Organisation|Organisation data																					
Provider code of treatment			Organisation|Organisation data	combo of 3 and 5 character codes																				
Provider type			Organisation|Organisation data	provdier type of organization																				
PCT of responsibility (2006)			Organisation|System Data|Organisation data	primary care trust responsible for patient (location where GP is registered, not where patient lives)																				
Age at activity date		age/birthdate	Patient Data																					
Age on admission		age/birthdate	Patient Data																					
ADMINCAT			Patient Data	what kind of patient (NHS, private, amenity, category II)																				
Admin category at start of episode			Patient Data																					
Administrative & legal status of patient			Patient Data	patient formally detained? e.g. psychiatric																				
Age at end of episode		age/birthdate	Patient Data																					
Ethnic category		ethnicity/race	Patient Data																					
NHS Number valid flag			Patient Data																					
Postcode Found			Patient Data																					
Postcode district			Patient Data																					
Age at start of episode			Patient Data																					
Age at start of episode - babies decimalised			Patient Data																					
Age on day of appointment			Patient Data																					
Age on arrival - babies decimalised			Patient Data																					
Ethnic category (audit version)			Patient Data																					
Age on arrival			Patient Data																					
Age on arrival - babies decimalised			Patient Data																					
Date of birth - patient		age/birthdate	Patient Data|Appointments																					
Sex of patient		biological sex	Patient Data|Appointments																					
Earliest reasonable date offered			Patient Pathway	earliest date for appointment or admission - date and time-related or timeline?																				
RTT period end date			Patient Pathway																					
REFERRAL TO TREATMENT- RTT period start date			Patient Pathway																					
RTT period status			Patient Pathway																					
Method of Admission - Waiting List			Patient Pathway																					
Days waiting			Patient Pathway																					
Duration of wait (referral to treatment period)			Patient Pathway|Appointments																					
Patient Source Setting Description			Patient Source Setting																					
PostOp3			Post-Operative (Q2)																					
q2_allergy			Post-Operative (Q2)																					
PostOp5			Post-Operative (Q2)																					
q2_assisted			Post-Operative (Q2)																					
q2_assisted_by			Post-Operative (Q2)																					
q2_bleeding			Post-Operative (Q2)																					
q2_complete			Post-Operative (Q2)																					
q2_completed_date			Post-Operative (Q2)																					
q2_disability			Post-Operative (Q2)																					
PostOp4			Post-Operative (Q2)																					
q2_eq5d_health_scale			Post-Operative (Q2)																					
q2_eq5d_index			Post-Operative (Q2)																					
q2_eq5d_profile			Post-Operative (Q2)																					
q2_eq5d_profile_complete			Post-Operative (Q2)																					
q2_eq5d_scale_complete			Post-Operative (Q2)																					
q2_form_version			Post-Operative (Q2)																					
q2_further_surgery		pregnancy history	Post-Operative (Q2)																					
q2_general_health			Post-Operative (Q2)																					
q2_language			Post-Operative (Q2)																					
q2_living_arrangements			Post-Operative (Q2)																					
q2_mobility			Post-Operative (Q2)																					
q2_readmitted			Post-Operative (Q2)																					
q2_received_date			Post-Operative (Q2)																					
q2_satisfaction			Post-Operative (Q2)																					
q2_scan_date			Post-Operative (Q2)																					
q2_self_care			Post-Operative (Q2)																					
q2_success			Post-Operative (Q2)																					
q2_surgery_date			Post-Operative (Q2)																					
q2_urine			Post-Operative (Q2)																					
q2_wound			Post-Operative (Q2)																					
Consultant code		physician/practitioner info	Practitioner																					
Referring organisation code			Practitioner																					
Referrer code			Practitioner																					
Referral request received date			Practitioner																					
Code of GP practice			Practitioner|Geographical|Practitioner data																					
PreOp3			Pre-Operative (Q1)	does pre-op fall under surgical?																				
PreOp5			Pre-Operative (Q1)																					
q1_assisted			Pre-Operative (Q1)																					
q1_assisted_by			Pre-Operative (Q1)																					
q1_complete			Pre-Operative (Q1)																					
q1_completed_date			Pre-Operative (Q1)																					
q1_disability			Pre-Operative (Q1)																					
PO4			Pre-Operative (Q1)																					
q1_eq5d_health_scale			Pre-Operative (Q1)																					
q1_eq5d_index			Pre-Operative (Q1)																					
q1_eq5d_profile			Pre-Operative (Q1)																					
q1_eq5d_profile_complete			Pre-Operative (Q1)																					
q1_eq5d_scale_complete			Pre-Operative (Q1)																					
q1_form_version			Pre-Operative (Q1)																					
q1_general_health			Pre-Operative (Q1)																					
q1_language			Pre-Operative (Q1)																					
q1_living_arrangements			Pre-Operative (Q1)																					
q1_mobility			Pre-Operative (Q1)																					
q1_previous_surgery			Pre-Operative (Q1)																					
q1_procode			Pre-Operative (Q1)																					
q1_received_date			Pre-Operative (Q1)																					
q1_scan_date			Pre-Operative (Q1)																					
q1_self_care			Pre-Operative (Q1)																					
q1_symptom_period			Pre-Operative (Q1)																					
opcs43			Procedure|Geographical																					
Provider Name			Provider																					
Provider SHA Code			Provider SHA																					
Provider SHA Name			Provider SHA																					
Provider Site Code			Provider Site																					
Provider Site Name			Provider Site																					
Psychiatric history on admission		mental and behaviour disorders	Psychiatric																					
Duration of care to psychiatric census date		mental and behaviour disorders|life stage/time point	Psychiatric	period of time from admission date to psychiatric census																				
Age at psychiatric census date		mental and behaviour disorders|life stage/time point	Psychiatric	age at psychiatric census																				
Status of patient included in psychiatric census			Psychiatric	detained or not detained, long term																				
Ward type at psychiatric census date			Psychiatric	characteristics of the ward																				
Duration of detention		mental and behaviour disorders|life stage/time point	Psychiatric	days between detention and psychiatric cesus																				
Date detention commenced		mental and behaviour disorders|life stage/time point	Psychiatric	when detention started (psychiatric)																				
V code indicator			Psychiatric																					
Marital status (psychiatric)		marital status value	Psychiatric|Clinical																					
Care Support Indicator			Psychiatric|Patient Data	is care available to patient at home?																				
Referrer Organisation code			Referrer Organisation																					
Region ID			Region																					
EQ5D HEALTH SCALE EXPECTED (MODEL1)			Scoring																					
eq5d_index_change			Scoring																					
EQ5D HEALTH SCALE EXPECTED (FINAL MODEL1)			Scoring																					
EQ5D INDEX CHANGE			Scoring																					
kr_q1_score_complete			Scoring																					
kr_q2_score			Scoring																					
kr_score_expected_final_model3			Scoring																					
score_change			Scoring																					
status			Scoring																					
status_date			Scoring																					
vv_q1_score			Scoring																					
vv_q1_score_complete			Scoring																					
vv_q1_total_score			Scoring																					
vv_q2_score			Scoring																					
vv_q2_score_complete			Scoring																					
vv_q2_total_score			Scoring																					
VV Score Final Predicted (Model 3)			Scoring																					
IMD Index of Multiple Deprivation			Socio-economic|Geographical																					
IMD Decile Group			Socio-economic|Geographical																					
IMD Crime Domain			Socio-economic|Geographical																					
IMD Education Training and Skills Domain			Socio-economic|Geographical																					
IMD Employment Deprivation Domain			Socio-economic|Geographical																					
IMD Health and Disability Domain			Socio-economic|Geographical																					
IMD Barriers to Housing and Service Domain			Socio-economic|Geographical																					
IMD Income Domain			Socio-economic|Geographical																					
IMD Income affecting Adults Domain			Socio-economic|Geographical																					
IMD Income affecting Children Domain			Socio-economic|Geographical																					
IMD Living Environment Domain			Socio-economic|Geographical																					
IMD Overall Rank			Socio-economic|Geographical																					
Sub Modality ID			Sub Modality																					
Sub Region ID			Sub Region																					
Sub System ID			Sub System																					
Sub-System Component ID			Sub-System Component																					
System ID			System																					
Patient identifier		unique identifiers	System Data																					
NHS Patient identifier		unique identifiers	System Data																					
match_rank			System Data																					
Record identifier		unique identifiers	System Data																					
CDS extract date			System Data	system data for updates																				
CDS protocol identifier		unique identifiers	System Data	system data SUS																				
CDS version number			System Data	system data SUS																				
Ethnic character (audit version)		ethnicity/race	System Data																					
NHS number status indicator			System Data																					
Origin of primary care group			System Data																					
Origin of primary care trust of responsibility			System Data																					
Origin of PCT of responsibility (2006)			System Data																					
CDS sender identity			System Data																					
SUS generated spell identifier			System Data																					
Record identifier			System Data																					
Attendence Key Flag			System Data																					
First attendance			System Data																					
Origin of primary care trust of responsibility dependent on the data year			System Data																					
AEKEY flag			System Data																					
Net applicable date			System Data																					
PCT of responsibility dependent on the data year			System Data																					
Origin of PCT of responsibility (2002)			System Data																					
Reporting period end date			System Data																					
SUS generated HRG version number			System Data																					
Record Identifier			System Data																					
NHS Number Status			System Data																					
NHS Number Status Description			System Data																					
Record identifier		unique identifiers	System Data|Administrative																					
PCT of responsibility dependent on the data year			System Data|Geographical																					
Submission date			System Data|Geographical																					
SUS loaded staging date			System Data|Healthcare resource groups (HRG) data																					
Primary care trust			System Data|Organisation Data																					
SUS record ID		unique identifiers	System Data|System data																					
Q1-VV4		occurrence of varicose veins	Varicose Vein - Q1																					
Q1-VV3		occurrence of varicose veins	Varicose Vein - Q1																					
Q1-VV7		occurrence of varicose veins	Varicose Vein - Q1																					
Q1-VV11		occurrence of varicose veins	Varicose Vein - Q1																					
Q1-VV7		occurrence of varicose veins	Varicose Vein - Q1																					
Q1-VV10		occurrence of varicose veins	Varicose Vein - Q1																					
Q1-VV8		occurrence of varicose veins	Varicose Vein - Q1																					
Q1-VV12		occurrence of varicose veins	Varicose Vein - Q1																					
Q1-VV9		occurrence of varicose veins	Varicose Vein - Q1																					
Q1-VV13		occurrence of varicose veins	Varicose Vein - Q1																					
Q1-VV6		occurrence of varicose veins	Varicose Vein - Q1																					
vv_q1_max_score		occurrence of varicose veins	Varicose Vein - Q1																					
Q1-VV1		occurrence of varicose veins	Varicose Vein - Q1																					
Q1-VV7		occurrence of varicose veins	Varicose Vein - Q1																					
Q1-VV11		occurrence of varicose veins	Varicose Vein - Q1																					
Q1-VV7		occurrence of varicose veins	Varicose Vein - Q1																					
Q1-VV10		occurrence of varicose veins	Varicose Vein - Q1																					
Q1-VV9		occurrence of varicose veins	Varicose Vein - Q1																					
Q1-VV12		occurrence of varicose veins	Varicose Vein - Q1																					
Q1-VV		occurrence of varicose veins	Varicose Vein - Q1																					
Q1-VV13		occurrence of varicose veins	Varicose Vein - Q1																					
Q1-VV2		occurrence of varicose veins	Varicose Vein - Q1																					
Q1-VV5		occurrence of varicose veins	Varicose Vein - Q1																					
Q2-VV4		occurrence of varicose veins	Varicose Vein - Q2																					
Q2-VV3		occurrence of varicose veins	Varicose Vein - Q2																					
Q2-VV7		occurrence of varicose veins	Varicose Vein - Q2																					
Q2-VV11		occurrence of varicose veins	Varicose Vein - Q2																					
Q2-VV7		occurrence of varicose veins	Varicose Vein - Q2																					
Q2-VV10		occurrence of varicose veins	Varicose Vein - Q2																					
Q2-VV8		occurrence of varicose veins	Varicose Vein - Q2																					
Q2-VV12		occurrence of varicose veins	Varicose Vein - Q2																					
Q2-VV9		occurrence of varicose veins	Varicose Vein - Q2																					
Q2-VV13		occurrence of varicose veins	Varicose Vein - Q2																					
Q2-VV2		occurrence of varicose veins	Varicose Vein - Q2																					
Q2-VV6		occurrence of varicose veins	Varicose Vein - Q2																					
vv_q2_max_score		occurrence of varicose veins	Varicose Vein - Q2																					
Q2-VV1		occurrence of varicose veins	Varicose Vein - Q2																					
Q2-VV7		occurrence of varicose veins	Varicose Vein - Q2																					
Q2-VV11		occurrence of varicose veins	Varicose Vein - Q2																					
Q2-VV7		occurrence of varicose veins	Varicose Vein - Q2																					
Q2-VV10		occurrence of varicose veins	Varicose Vein - Q2																					
Q2-VV9		occurrence of varicose veins	Varicose Vein - Q2																					
Q2-VV12		occurrence of varicose veins	Varicose Vein - Q2																					
Q2-VV		occurrence of varicose veins	Varicose Vein - Q2																					
Q2-VV13		occurrence of varicose veins	Varicose Vein - Q2																					
Q2-VV2		occurrence of varicose veins	Varicose Vein - Q2																					
Q1-VV2		occurrence of varicose veins	Varicose Vein - Q2																					
Q1-VV5		occurrence of varicose veins	Varicose Vein - Q2																					
Critical care adult activity data		history of intensive care		critical care == life support ?																				
Critical care period of care		history of intensive care																						
Critical care adult admission and discharge data		history of intensive care																						
Critical care admission and discharge data		history of intensive care																						
Critical care start date		history of intensive care																						
Appointments				outpatient appointments (broad)																				
Clinical Diagnosis				might this also include non-disease diagnoses, e.g. trauma																				
Organisation Data				details about the provider, health authority, etc. (Broad)																				
Attendances				attendances to the ER (broad)																				
Clinical diagnoses				diagnoses made at the ER (broad), could be disease or trauma?																				
Practitioner data		physician/practitioner info																						
Clinical Investigations				investigations made at the ER (broad)																				
Clinical Treatments				treatments made at the ER (broad) - either pharmaceutical or non-pharmaceutical																				
Diagnostic Test Dates				could be 'laboratory measures' but this isn't the actual test, just dates so 'timeline' might be better?																				
Ethnic Category		ethnicity/race																						
Imaging Codes		laboratory measures		standardized codes for imaging procedures																				
Referrer Organisation		physician/practitioner info																						
Age Bands				broader than 'age/birthdate' - this is a grouping category																				
Cancer diagnosis		oncological																						
CCG				clincial commision groups - this is broader than physcian?																				
Location		location																						
Commissioning Organisation																								
Provider SHA		physician/practitioner info																						
Provider		physician/practitioner info																						
Provider Site		physician/practitioner info																						
Indicators		diseases		indicators for diseases																				
Administrative				not sure this maps to anything																				
Scoring				not sure this maps to anything																				
Hip Replacement - Q1				are these questions to determine if hip replacement is NEEDED (symptoms) or after hip replacement?																				
Hip Replacement - Q2																								
Hip Replacement																								
Knee Replacement - Q1				are these questions to determine if knee replacement is NEEDED (symptoms) or after knee replacement?																				
Knee Replacement - Q2																								
Pre-Operative (Q1)				questions about QOL before surgery, does this fall under 'surgical'?																				
Post-Operative (Q2)				questions about QOL after surgery, does this fall under 'surgical'?																				
Varicose Vein - Q1		occurrence of varicose veins																						
Varicose Vein - Q2		occurrence of varicose veins																						
acpdqind_2																								
acpdqind_3																								
acpdqind_4																								
acpdqind_5																								
acpdqind_6																								
acpdqind_7																								
acpdqind_8																								
acpdqind_9																								
delmeth_d		pregnancy history																						
primercp																								
resstha_his																								
Patient Source Setting																								
did_snomedct_code																								
Test Request to Test Request Received																								
Test Request to Test																								
Test Request to Service (Test) Report Issue																								
Test Request Received to Test																								
Test Request Received to Service (test) Report Issue																								
Test to Service (Test) Report Issue																								
Fetal																								
Modality																								
Morphology																								
Referrer																								
Referrer type																								
Region																								
Sub Early cancer diagnosis																								
Sub Modality																								
Sub Region																								
Sub System																								
Sub-System Component																								
System																								
hes_dids_version																								
mhd_mhmds_person_id																								
mhd_mhmds_spell_id																								
ic_annual_id																								
ic_inactive_timestamp																								
ic_interim_ccg_code																								
ic_rec_ccg																								
ic_rec_endrp_aot_flag																								
ic_rec_endrp_cluster_flag																								
ic_rec_endrp_cluster_type																								
ic_rec_endrp_cpa_epi_12_months																								
ic_rec_endrp_cpa_flag																								
ic_rec_endrp_cpa_review_within_12mnths																								
ic_rec_endrp_eit_flag																								
ic_rec_endrp_employment_status																								
ic_rec_endrp_honos_assessment_within_12mnths																								
ic_rec_endrp_hospital_spell_flag																								
ic_rec_endrp_mha_flag																								
ic_rec_endrp_pdiag_flag																								
ic_rec_endrp_recall_flag																								
ic_rec_endrp_sct_flag																								
ic_rec_endrp_settled_accommodation_indicator																								
ic_rec_ethnicity		ethnicity/race																						
ic_rec_rp_admission																								
ic_rec_rp_admission_formal																								
ic_rec_rp_awol																								
ic_rec_rp_commissioners																								
ic_rec_rp_contacts																								
ic_rec_rp_contacts_att																								
ic_rec_rp_dayatt_contacts																								
ic_rec_rp_dayatt_contacts_att																								
ic_rec_rp_ddisc_days																								
ic_rec_rp_disch_net_followup																								
ic_rec_rp_discharges_gross																								
ic_rec_rp_discharges_net																								
ic_rec_rp_readmissions																								
ic_rec_rp_wrdst_days_cleansed																								
ic_rec_rp_wrdst_days_gross																								
ic_rec_rp_wrdst_days_net																								
ic_source_period_id																								
ic_spell_rp_days																								
mhd_age		age/birthdate																						
mhd_ccg_of_gp_practice		physician/practitioner info																						
mhd_ccg_of_residence																								
mhd_code_of_commissioner																								
mhd_code_of_gp_practice		physician/practitioner info																						
mhd_county		residence																						
mhd_crisisplancreat_date																								
mhd_crisisplanupdate_date																								
mhd_electoral_ward_of_usual_address																								
mhd_emerpsych_date																								
mhd_end_date_mhcs																								
mhd_ethnicity		ethnicity/race																						
mhd_gender		gender																						
mhd_health_care_spell_end_reason																								
mhd_lad_ua																								
mhd_manpsych_date																								
mhd_marital_status																								
mhd_pct_of_gp_practice																								
mhd_pct_of_residence																								
mhd_postcode_district																								
mhd_propsych_date																								
mhd_provider_org_code																								
mhd_psychpresc_date																								
mhd_psychtreat_start_date																								
mhd_start_date_mhcs																								
mhd_valid_nhs_number_flag																								
mhd_valid_postcode_flag																								
mhd_year_of_first_known_psychiatric_care																								
reportingperiod_enddate																								
reportingperiod_startdate																								
ic_eve_primarydiagnosis																								
ic_eve_secondarydiagnosis																								
mhd_abusequestion_indicator																								
mhd_accomodation_status																								
mhd_assessment																								
mhd_attended_indicator																								
mhd_carecluster_superclass_code																								
mhd_carecoordinator_flag																								
mhd_clusteringtool_assessment_reason																								
mhd_consultmedium																								
mhd_contact_location_code																								
mhd_contact_subject																								
mhd_duration																								
mhd_employment_status																								
mhd_event_id																								
mhd_eventdate																								
mhd_eventtype																								
mhd_honos_flag																								
mhd_honos_honosrating1_score																								
mhd_honos_honosrating10_score																								
mhd_honos_honosrating11_score																								
mhd_honos_honosrating12_score																								
mhd_honos_honosrating2_score																								
mhd_honos_honosrating3_score																								
mhd_honos_honosrating4_score																								
mhd_honos_honosrating5_score																								
mhd_honos_honosrating6_score																								
mhd_honos_honosrating7_score																								
mhd_honos_honosrating8_score																								
mhd_honos_honosrating8_type																								
mhd_honos_honosrating9_score																								
mhd_honos_secure_flag																								
mhd_honos65_flag																								
mhd_honos65_rating1_score																								
mhd_honos65_rating10_score																								
mhd_honos65_rating11_score																								
mhd_honos65_rating12_score																								
mhd_honos65_rating2_score																								
mhd_honos65_rating3_score																								
mhd_honos65_rating4_score																								
mhd_honos65_rating5_score																								
mhd_honos65_rating6_score																								
mhd_honos65_rating7_score																								
mhd_honos65_rating8_score																								
mhd_honos65_rating8_type																								
mhd_honos65_rating9_score																								
mhd_honosca_flag																								
mhd_honoscarating1_score																								
mhd_honoscarating10_score																								
mhd_honoscarating11_score																								
mhd_honoscarating12_score																								
mhd_honoscarating13_score																								
mhd_honoscarating14_score																								
mhd_honoscarating15_score																								
mhd_honoscarating2_score																								
mhd_honoscarating3_score																								
mhd_honoscarating4_score																								
mhd_honoscarating5_score																								
mhd_honoscarating6_score																								
mhd_honoscarating7_score																								
mhd_honoscarating8_score																								
mhd_honoscarating9_score																								
mhd_honossecureratinga_score																								
mhd_honossecureratingb_score																								
mhd_honossecureratingc_score																								
mhd_honossecureratingd_score																								
mhd_honossecureratinge_score																								
mhd_honossecureratingf_score																								
mhd_honossecureratingg_score																								
mhd_jobrole																								
mhd_mainspecialty																								
mhd_mhc_team_type																								
mhd_mhct_flag																								
mhd_mhct_honosrating1_score																								
mhd_mhct_honosrating10_score																								
mhd_mhct_honosrating11_score																								
mhd_mhct_honosrating12_score																								
mhd_mhct_honosrating2_score																								
mhd_mhct_honosrating3_score																								
mhd_mhct_honosrating4_score																								
mhd_mhct_honosrating5_score																								
mhd_mhct_honosrating6_score																								
mhd_mhct_honosrating7_score																								
mhd_mhct_honosrating8_score																								
mhd_mhct_honosrating8_type																								
mhd_mhct_honosrating9_score																								
mhd_nhs_occupcode																								
mhd_pbr_cluster																								
mhd_phq9_q1_score																								
mhd_phq9_q2_score																								
mhd_phq9_q3_score																								
mhd_phq9_q4_score																								
mhd_phq9_q5_score																								
mhd_phq9_q6_score																								
mhd_phq9_q7_score																								
mhd_phq9_q8_score																								
mhd_phq9_q9_score																								
mhd_phq9_total_score																								
mhd_primarydiagnosis																								
mhd_sacrating13_score																								
mhd_sacratinga_score																								
mhd_sacratingb_score																								
mhd_sacratingc_score																								
mhd_sacratingd_score																								
mhd_sacratinge_score																								
mhd_secondarydiagnosis																								
mhd_settled_accommodation_indicator																								
mhd_treat																								
mhd_weekly_hours_worked																								
ic_epi_rp_days																								
ic_episode_epi_days																								
mhd_admimet																								
mhd_commissioner_code																								
mhd_delayed_dischend_date																								
mhd_delayed_dischreason																								
mhd_delayed_dischstart_date																								
mhd_dischdate																								
mhd_dischmet																								
mhd_dischreason																								
mhd_endreason																								
mhd_endtime																								
mhd_epiend_date																								
mhd_episode_id																								
mhd_epistart_date																								
mhd_epitype																								
mhd_expirydate																								
mhd_expirytime																								
mhd_int_clincare_intensity_code																								
mhd_intended_agegroup																								
mhd_mencat07																								
mhd_referral_request_status_date																								
mhd_refrec_date																								
mhd_sex_code		biological sex																						
mhd_source_of_referral																								
mhd_starttime																								
mhd_status_of_service_request																								
mhd_teamtype																								
mhd_wardsec_level																								
event_type																								
event_date																								
supplied_gender		gender																						
supplied_date_of_birth		age/birthdate																						
latest_gender		gender																						
latest_date_of_birth		age/birthdate																						
date_of_death		life stage/time point																						
gender_of_deceased		gender																						
date_of_birth		age/birthdate																						
date_of_registration				maybe time point?																				
icd9_underlying_cause				is this disease only, or disease and trauma?																				
icd9_multiple_cause_code_1																								
icd9_multiple_cause_code_2																								
icd9_multiple_cause_code_3																								
icd9_multiple_cause_code_4																								
icd9_multiple_cause_code_5																								
icd9_multiple_cause_code_6																								
icd9_multiple_cause_code_7																								
icd9_multiple_cause_code_8																								
icd9_multiple_cause_code_9																								
icd9_multiple_cause_code_10																								
icd9_multiple_cause_code_11																								
icd9_multiple_cause_code_12																								
icd9_multiple_cause_code_13																								
icd9_multiple_cause_code_14																								
icd9_multiple_cause_code_15																								
icd10_underlying_cause																								
icd10_multiple_cause_code_1																								
icd10_multiple_cause_code_2																								
icd10_multiple_cause_code_3																								
icd10_multiple_cause_code_4																								
icd10_multiple_cause_code_5																								
icd10_multiple_cause_code_6																								
icd10_multiple_cause_code_7																								
icd10_multiple_cause_code_8																								
icd10_multiple_cause_code_9																								
icd10_multiple_cause_code_10																								
icd10_multiple_cause_code_11																								
icd10_multiple_cause_code_12																								
icd10_multiple_cause_code_13																								
icd10_multiple_cause_code_14																								
icd10_multiple_cause_code_15																								
patient_pseudo_id																								
tumour_pseudo_id																								
nhs_number_status																								
gender_current_clean		gender																						
consultant_speciality_code		physician/practitioner info		provider specialty code for cancer treatment																				
primary_diagnosis		oncological																						
morphology_clean		oncological		morphology for cell type before cancer treatment - maybe physiological?																				
stage_at_start		oncological		tumor/metastasis stage before treatment																				
regimen_number				Chronological order of SACT drug regimen since commencement of patient's disease management																				
programme_number				Chronological order of SACT drug programme since commencement of patient's disease management																				
