ID	Label	Class Type	GECKO Label	GE Parents	Comment																				
GE:maternity_episode_type	Episode Type - Maternity			Maternity																					
GE:episode_matched	episode_matched			Administrative																					
GE:episodes_and_spells_period_of_care	Episodes and spells; Period of care		Genomics England																						
GE:eq5d_index_expected_final_model3	EQ5D HEALTH SCALE EXPECTED (FINAL MODEL1)			Scoring																					
GE:eq5d_health_scale_expected_final_model3	EQ5D HEALTH SCALE EXPECTED (MODEL1)			Scoring																					
GE:eq5d_scale_change	EQ5D INDEX CHANGE			Scoring																					
GE:eq5d_index_change	eq5d_index_change			Scoring																					
GE:ethnic_category	Ethnic category		ethnicity/race	Patient Data																					
GE:ethnos	Ethnic Category		ethnicity/race																						
GE:ethrawl	Ethnic category (audit version)			Patient Data																					
GE:did_ethcat	Ethnic Category Code		ethnicity/race	Ethnic Category																					
GE:ic_ethcat_desc	Ethnic Category Description		ethnicity/race	Ethnic Category																					
GE:did_ethcat_grp	Ethnic Category Group		ethnicity/race	Ethnic Category																					
GE:ethraw	Ethnic character (audit version)		ethnicity/race	System Data																					
GE:event_date	event_date		Genomics England																						
GE:event_type	event_type		Genomics England																						
GE:ic_fetal_desc	Fetal		Genomics England																						
GE:ic_fetal_id	Fetal ID		unique identifiers	Fetal																					
GE:lad98	Financial Year			Admissions; Period of Care|Appointments|Administrative																					
GE:resladst_ons	Finished Admission Episode			Episodes and spells; Period of care																					
GE:fyear	Finished Admission Episode, emergency classification			Episodes and spells; Period of care	admission from ER																				
GE:fae	Finished Consultant Episode			Episodes and spells; Period of care	continuous period of care under one consultant																				
GE:fae_emergency	Finished In-Year Discharge Episode			Episodes and spells; Period of care	(episodes and spells; period of care) patient was discharged at end of episode before end of year																				
GE:fce	First antenatal assessment date		pregnancy history	Maternity																					
GE:fde	First attendance			System Data																					
GE:anasdate	First regular day or night admission			Admissions; Period of Care																					
GE:firstatt	Gender			Administrative																					
GE:firstreg	Gender Code		gender	Gender																					
GE:gender	Gender Description		gender	Gender																					
GE:did_gender_code	gender_current_clean		gender																						
GE:ic_gender_desc	gender_of_deceased		gender																						
GE:gender_current_clean	Geographical		Genomics England																						
GE:gender_of_deceased	gestat_2			Maternity																					
GE:geographical	gestat_3			Maternity																					
GE:gestat_2	gestat_4			Maternity																					
GE:gestat_3	gestat_5			Maternity																					
GE:gestat_4	gestat_6			Maternity																					
GE:gestat_5	gestat_7			Maternity																					
GE:gestat_6	gestat_8			Maternity																					
GE:gestat_7	gestat_9			Maternity																					
GE:gestat_8	Gestation period in weeks at first antenatal assessment		pregnancy history	Maternity																					
GE:gestat_9	gisupdays		history of gastrointestinal support	Critical care adult activity data																					
GE:anagest	Government Office region of residence		residence	Geographical																					
GE:gisupdays	Government office region of residence (ONS)		residence	Geographical																					
GE:resgor	Government office region of treatment			Geographical																					
GE:resgor_ons	Health Authority area where patient‚Äôs GP is registered			Organisation	where GP is registered																				
GE:gortreat	Health Authority of residence		residence	Geographical																					
GE:gppracha	Healthcare resource groups (HRG) data		Genomics England																						
GE:resha	Healthly Neonate Indicator			Maternity																					
GE:healthcare_resource_groups_hrg_data	Heart Disease Indicator		diagnosis of heart disease	Indicators																					
GE:hneoind	height_at_start_of_regimen		height																						
GE:heart_disease	hes_dids_version		Genomics England																						
GE:height_at_start_of_regimen	HESID Matched			Administrative																					
GE:hes_dids_version	Hesid Rank			Administrative																					
GE:hesid_matched	High Blood Pressiure Indicator		occurrence of high blood pressure	Indicators																					
GE:hesid_rank	High-dependency care level			Augmented/critical care period	number of days of high-dependency care during augmented care (is this life support?)																				
GE:high_bp	Hip Replacement		Genomics England																						
GE:depdays_1	Hip Replacement - Q1		Genomics England		are these questions to determine if hip replacement is NEEDED (symptoms) or after hip replacement?																				
GE:hip_replacement	Hip Replacement - Q2		Genomics England																						
GE:hip_replacement_q1	hr_q1_score			Hip Replacement - Q1																					
GE:hip_replacement_q2	hr_q1_score_complete			Hip Replacement - Q1																					
GE:hr_q1_score	hr_q2_score			Hip Replacement - Q2																					
GE:hr_q1_score_complete	hr_q2_score_complete			Hip Replacement - Q2																					
GE:hr_q2_score	hr_score_expected_final_model3			Hip Replacement																					
GE:hr_q2_score_complete	ic_age17_60		age/birthdate	Age Bands																					
GE:hr_score_expected_final_model3	ic_age17_64		age/birthdate	Age Bands																					
GE:ic_age17_60	ic_age50_74		age/birthdate	Age Bands																					
GE:ic_age17_64	ic_agechild		age/birthdate	Age Bands																					
GE:ic_age50_74	ic_annual_id		Genomics England																						
GE:ic_agechild	ic_epi_rp_days		Genomics England																						
GE:ic_annual_id	ic_episode_epi_days		Genomics England																						
GE:ic_epi_rp_days	ic_eve_primarydiagnosis		Genomics England																						
GE:ic_episode_epi_days	ic_eve_secondarydiagnosis		Genomics England																						
GE:ic_eve_primarydiagnosis	ic_inactive_timestamp		Genomics England																						
GE:ic_eve_secondarydiagnosis	ic_interim_ccg_code		Genomics England																						
GE:ic_inactive_timestamp	ic_rec_ccg		Genomics England																						
GE:ic_interim_ccg_code	ic_rec_endrp_aot_flag		Genomics England																						
GE:ic_rec_ccg	ic_rec_endrp_cluster_flag		Genomics England																						
GE:ic_rec_endrp_aot_flag	ic_rec_endrp_cluster_type		Genomics England																						
GE:ic_rec_endrp_cluster_flag	ic_rec_endrp_cpa_epi_12_months		Genomics England																						
GE:ic_rec_endrp_cluster_type	ic_rec_endrp_cpa_flag		Genomics England																						
GE:ic_rec_endrp_cpa_epi_12_months	ic_rec_endrp_cpa_review_within_12mnths		Genomics England																						
GE:ic_rec_endrp_cpa_flag	ic_rec_endrp_eit_flag		Genomics England																						
GE:ic_rec_endrp_cpa_review_within_12mnths	ic_rec_endrp_employment_status		Genomics England																						
GE:ic_rec_endrp_eit_flag	ic_rec_endrp_honos_assessment_within_12mnths		Genomics England																						
GE:ic_rec_endrp_employment_status	ic_rec_endrp_hospital_spell_flag		Genomics England																						
GE:ic_rec_endrp_honos_assessment_within_12mnths	ic_rec_endrp_mha_flag		Genomics England																						
GE:ic_rec_endrp_hospital_spell_flag	ic_rec_endrp_pdiag_flag		Genomics England																						
GE:ic_rec_endrp_mha_flag	ic_rec_endrp_recall_flag		Genomics England																						
GE:ic_rec_endrp_pdiag_flag	ic_rec_endrp_sct_flag		Genomics England																						
GE:ic_rec_endrp_recall_flag	ic_rec_endrp_settled_accommodation_indicator		Genomics England																						
GE:ic_rec_endrp_sct_flag	ic_rec_ethnicity		ethnicity/race																						
GE:ic_rec_endrp_settled_accommodation_indicator	ic_rec_rp_admission		Genomics England																						
GE:ic_rec_ethnicity	ic_rec_rp_admission_formal		Genomics England																						
GE:ic_rec_rp_admission	ic_rec_rp_awol		Genomics England																						
GE:ic_rec_rp_admission_formal	ic_rec_rp_commissioners		Genomics England																						
GE:ic_rec_rp_awol	ic_rec_rp_contacts		Genomics England																						
GE:ic_rec_rp_commissioners	ic_rec_rp_contacts_att		Genomics England																						
GE:ic_rec_rp_contacts	ic_rec_rp_dayatt_contacts		Genomics England																						
GE:ic_rec_rp_contacts_att	ic_rec_rp_dayatt_contacts_att		Genomics England																						
GE:ic_rec_rp_dayatt_contacts	ic_rec_rp_ddisc_days		Genomics England																						
GE:ic_rec_rp_dayatt_contacts_att	ic_rec_rp_disch_net_followup		Genomics England																						
GE:ic_rec_rp_ddisc_days	ic_rec_rp_discharges_gross		Genomics England																						
GE:ic_rec_rp_disch_net_followup	ic_rec_rp_discharges_net		Genomics England																						
GE:ic_rec_rp_discharges_gross	ic_rec_rp_readmissions		Genomics England																						
GE:ic_rec_rp_discharges_net	ic_rec_rp_wrdst_days_cleansed		Genomics England																						
GE:ic_rec_rp_readmissions	ic_rec_rp_wrdst_days_gross		Genomics England																						
GE:ic_rec_rp_wrdst_days_cleansed	ic_rec_rp_wrdst_days_net		Genomics England																						
GE:ic_rec_rp_wrdst_days_gross	ic_source_period_id		Genomics England																						
GE:ic_rec_rp_wrdst_days_net	ic_spell_rp_days		Genomics England																						
GE:ic_source_period_id	icd10_multiple_cause_code_1		Genomics England																						
GE:ic_spell_rp_days	icd10_multiple_cause_code_10		Genomics England																						
GE:icd10_multiple_cause_code_1	icd10_multiple_cause_code_11		Genomics England																						
GE:icd10_multiple_cause_code_10	icd10_multiple_cause_code_12		Genomics England																						
GE:icd10_multiple_cause_code_11	icd10_multiple_cause_code_13		Genomics England																						
GE:icd10_multiple_cause_code_12	icd10_multiple_cause_code_14		Genomics England																						
GE:icd10_multiple_cause_code_13	icd10_multiple_cause_code_15		Genomics England																						
GE:icd10_multiple_cause_code_14	icd10_multiple_cause_code_2		Genomics England																						
GE:icd10_multiple_cause_code_15	icd10_multiple_cause_code_3		Genomics England																						
GE:icd10_multiple_cause_code_2	icd10_multiple_cause_code_4		Genomics England																						
GE:icd10_multiple_cause_code_3	icd10_multiple_cause_code_5		Genomics England																						
GE:icd10_multiple_cause_code_4	icd10_multiple_cause_code_6		Genomics England																						
GE:icd10_multiple_cause_code_5	icd10_multiple_cause_code_7		Genomics England																						
GE:icd10_multiple_cause_code_6	icd10_multiple_cause_code_8		Genomics England																						
GE:icd10_multiple_cause_code_7	icd10_multiple_cause_code_9		Genomics England																						
GE:icd10_multiple_cause_code_8	icd10_underlying_cause		Genomics England																						
GE:icd10_multiple_cause_code_9	icd9_multiple_cause_code_1		Genomics England																						
GE:icd10_underlying_cause	icd9_multiple_cause_code_10		Genomics England																						
GE:icd9_multiple_cause_code_1	icd9_multiple_cause_code_11		Genomics England																						
GE:icd9_multiple_cause_code_10	icd9_multiple_cause_code_12		Genomics England																						
GE:icd9_multiple_cause_code_11	icd9_multiple_cause_code_13		Genomics England																						
GE:icd9_multiple_cause_code_12	icd9_multiple_cause_code_14		Genomics England																						
GE:icd9_multiple_cause_code_13	icd9_multiple_cause_code_15		Genomics England																						
GE:icd9_multiple_cause_code_14	icd9_multiple_cause_code_2		Genomics England																						
GE:icd9_multiple_cause_code_15	icd9_multiple_cause_code_3		Genomics England																						
GE:icd9_multiple_cause_code_2	icd9_multiple_cause_code_4		Genomics England																						
GE:icd9_multiple_cause_code_3	icd9_multiple_cause_code_5		Genomics England																						
GE:icd9_multiple_cause_code_4	icd9_multiple_cause_code_6		Genomics England																						
GE:icd9_multiple_cause_code_5	icd9_multiple_cause_code_7		Genomics England																						
GE:icd9_multiple_cause_code_6	icd9_multiple_cause_code_8		Genomics England																						
GE:icd9_multiple_cause_code_7	icd9_multiple_cause_code_9		Genomics England																						
GE:icd9_multiple_cause_code_8	icd9_underlying_cause		Genomics England		is this disease only, or disease and trauma?																				
GE:icd9_multiple_cause_code_9	Imaging Code (NICIP)			Imaging Codes																					
GE:icd9_underlying_cause	Imaging Code (NICIP) Description			Imaging Codes																					
GE:did_nicip_code	Imaging Code (SNOMED)			Imaging Codes																					
GE:ic_nicip_desc	Imaging Codes		laboratory measures		standardized codes for imaging procedures																				
GE:ic_snomedct_desc	IMD Barriers to Housing and Service Domain			Socio-economic|Geographical																					
GE:imaging_codes	IMD Crime Domain			Socio-economic|Geographical																					
GE:imd04hs	IMD Decile Group			Socio-economic|Geographical																					
GE:imd04c	IMD Education Training and Skills Domain			Socio-economic|Geographical																					
GE:imd04_decile	IMD Employment Deprivation Domain			Socio-economic|Geographical																					
GE:imd04ed	IMD Health and Disability Domain			Socio-economic|Geographical																					
GE:imd04em	IMD Income affecting Adults Domain			Socio-economic|Geographical																					
GE:imd04hd	IMD Income affecting Children Domain			Socio-economic|Geographical																					
GE:imd04ia	IMD Income Domain			Socio-economic|Geographical																					
GE:imd04ic	IMD Index of Multiple Deprivation			Socio-economic|Geographical																					
GE:imd04i	IMD Living Environment Domain			Socio-economic|Geographical																					
GE:imd04	IMD Overall Rank			Socio-economic|Geographical																					
GE:imd04le	Incident location type			Attendances																					
GE:imd04rk	Indicators		diseases		indicators for diseases																				
GE:aeincloctype	Initial assessment time			Attendances																					
GE:indicators	intdays_2		history of intensive care	Augmented/critical care period																					
GE:inittime	intdays_3		history of intensive care	Augmented/critical care period																					
GE:intdays_2	intdays_4		history of intensive care	Augmented/critical care period																					
GE:intdays_3	intdays_5		history of intensive care	Augmented/critical care period																					
GE:intdays_4	intdays_6		history of intensive care	Augmented/critical care period																					
GE:intdays_5	intdays_7		history of intensive care	Augmented/critical care period																					
GE:intdays_6	intdays_8		history of intensive care	Augmented/critical care period																					
GE:intdays_7	intdays_9		history of intensive care	Augmented/critical care period																					
GE:intdays_8	Intended management			Clinical; Period of Care	what was planned to happen in hospital																				
GE:intdays_9	Intensive care level days		history of intensive care	Augmented/critical care period																					
GE:intmanig	intent_of_treatment		Genomics England																						
GE:intdays_1	invest_02		laboratory measures|physiological measurements	Clinical Investigations																					
GE:intent_of_treatment	invest_03		laboratory measures|physiological measurements	Clinical Investigations																					
GE:invest_02	invest_04		laboratory measures|physiological measurements	Clinical Investigations																					
GE:invest_03	invest_05		laboratory measures|physiological measurements	Clinical Investigations																					
GE:invest_04	invest_06		laboratory measures|physiological measurements	Clinical Investigations																					
GE:invest_05	invest_07		laboratory measures|physiological measurements	Clinical Investigations																					
GE:invest_06	invest_08		laboratory measures|physiological measurements	Clinical Investigations																					
GE:invest_07	invest_09		laboratory measures|physiological measurements	Clinical Investigations																					
GE:invest_08	invest_10		laboratory measures|physiological measurements	Clinical Investigations																					
GE:invest_09	invest_11		laboratory measures|physiological measurements	Clinical Investigations																					
GE:invest_10	invest_12		laboratory measures|physiological measurements	Clinical Investigations																					
GE:invest_11	invest2_02		laboratory measures|physiological measurements	Clinical Investigations																					
GE:invest_12	invest2_03		laboratory measures|physiological measurements	Clinical Investigations																					
GE:invest2_02	invest2_04		laboratory measures|physiological measurements	Clinical Investigations																					
GE:invest2_03	invest2_05		laboratory measures|physiological measurements	Clinical Investigations																					
GE:invest2_04	invest2_06		laboratory measures|physiological measurements	Clinical Investigations																					
GE:invest2_05	invest2_07		laboratory measures|physiological measurements	Clinical Investigations																					
GE:invest2_06	invest2_08		laboratory measures|physiological measurements	Clinical Investigations																					
GE:invest2_07	invest2_09		laboratory measures|physiological measurements	Clinical Investigations																					
GE:invest2_08	invest2_10		laboratory measures|physiological measurements	Clinical Investigations																					
GE:invest2_09	invest2_11		laboratory measures|physiological measurements	Clinical Investigations																					
GE:invest2_10	invest2_12		laboratory measures|physiological measurements	Clinical Investigations																					
GE:invest2_11	Kidney Disease		diagnosis of renal disease	Indicators																					
GE:invest2_12	Knee Replacement - Q1		Genomics England		are these questions to determine if knee replacement is NEEDED (symptoms) or after knee replacement?																				
GE:kidney_disease	Knee Replacement - Q2		Genomics England																						
GE:knee_replacement_q1	kr_q1_score_complete			Scoring																					
GE:knee_replacement_q2	kr_q2_score			Scoring																					
GE:kr_q1_score_complete	kr_q2_score_complete		signs and symptoms	Knee Replacement - Q2																					
GE:kr_q2_score	kr_q2_stairs		signs and symptoms	Knee Replacement - Q2																					
GE:kr_q2_score_complete	kr_score_expected_final_model3			Scoring																					
GE:kr_q2_stairs	Labour/delivery onset method		pregnancy history	Maternity	may involve drugs or surgical																				
GE:kr_score_expected_final_model3	Last DNA or patient cancelled date			Count of diagnoses	this parent is not right? patient offered appt and missed date without advance notice																				
GE:delonset	latest_date_of_birth		age/birthdate																						
GE:dnadate	latest_gender		gender																						
GE:latest_date_of_birth	Length of gestation			Maternity																					
GE:latest_gender	Liver Disease		diagnosis of liver disease	Indicators																					
GE:gestat_1	liversupdays		history of liver support	Critical care adult activity data																					
GE:liver_disease	Local authority district in 1998			Geographical																					
GE:liversupdays	Local authority district of residence		residence	Geographical																					
GE:resladst	Local authority district of residence (ONS)		residence	Geographical																					
GE:location	Location		location																						
GE:ic_lsoa	Location - LSOA		residence	Location	derived from residence post code																				
GE:ic_msoa	Location - MSOA		residence	Location	derived from residence post code																				
GE:locclass	Location Class			Appointments																					
GE:loctype	Location Tyoe			Appointments																					
GE:lsoa01	Lower Super Output Area			Geographical																					
GE:lsoa11	Lower Super Output Area			Geographical																					
GE:lung_disease	Lung Disease		respiratory system	Indicators																					
GE:mainspef	Main specialty		physician/practitioner info	Clinical; Period of Care|Clinical																					
GE:marstat	Marital status (psychiatric)		marital status value	Psychiatric|Clinical																					
GE:match_rank	match_rank			System Data																					
GE:maternity	Maternity		Genomics England																						
GE:stafftyp	Medical staff type seeing patient			Appointments																					
GE:admimeth	Method of admission			Admissions; Period of Care	waiting list or not waiting list																				
GE:waitlist	Method of Admission - Waiting List			Patient Pathway																					
GE:dismeth	Method of discharge			Discharges; Period of Care																					
GE:mhd_abusequestion_indicator	mhd_abusequestion_indicator		Genomics England																						
GE:mhd_accomodation_status	mhd_accomodation_status		Genomics England																						
GE:mhd_admimet	mhd_admimet		Genomics England																						
GE:mhd_age	mhd_age		age/birthdate																						
GE:mhd_assessment	mhd_assessment		Genomics England																						
GE:mhd_attended_indicator	mhd_attended_indicator		Genomics England																						
GE:mhd_carecluster_superclass_code	mhd_carecluster_superclass_code		Genomics England																						
GE:mhd_carecoordinator_flag	mhd_carecoordinator_flag		Genomics England																						
GE:mhd_ccg_of_gp_practice	mhd_ccg_of_gp_practice		physician/practitioner info																						
GE:mhd_ccg_of_residence	mhd_ccg_of_residence		Genomics England																						
GE:mhd_clusteringtool_assessment_reason	mhd_clusteringtool_assessment_reason		Genomics England																						
GE:mhd_code_of_commissioner	mhd_code_of_commissioner		Genomics England																						
GE:mhd_code_of_gp_practice	mhd_code_of_gp_practice		physician/practitioner info																						
GE:mhd_commissioner_code	mhd_commissioner_code		Genomics England																						
GE:mhd_consultmedium	mhd_consultmedium		Genomics England																						
GE:mhd_contact_location_code	mhd_contact_location_code		Genomics England																						
GE:mhd_contact_subject	mhd_contact_subject		Genomics England																						
GE:mhd_county	mhd_county		residence																						
GE:mhd_crisisplancreat_date	mhd_crisisplancreat_date		Genomics England																						
GE:mhd_crisisplanupdate_date	mhd_crisisplanupdate_date		Genomics England																						
GE:mhd_delayed_dischend_date	mhd_delayed_dischend_date		Genomics England																						
GE:mhd_delayed_dischreason	mhd_delayed_dischreason		Genomics England																						
GE:mhd_delayed_dischstart_date	mhd_delayed_dischstart_date		Genomics England																						
GE:mhd_dischdate	mhd_dischdate		Genomics England																						
GE:mhd_dischmet	mhd_dischmet		Genomics England																						
GE:mhd_dischreason	mhd_dischreason		Genomics England																						
GE:mhd_duration	mhd_duration		Genomics England																						
GE:mhd_electoral_ward_of_usual_address	mhd_electoral_ward_of_usual_address		Genomics England																						
GE:mhd_emerpsych_date	mhd_emerpsych_date		Genomics England																						
GE:mhd_employment_status	mhd_employment_status		Genomics England																						
GE:mhd_end_date_mhcs	mhd_end_date_mhcs		Genomics England																						
GE:mhd_endreason	mhd_endreason		Genomics England																						
GE:mhd_endtime	mhd_endtime		Genomics England																						
GE:mhd_epiend_date	mhd_epiend_date		Genomics England																						
GE:mhd_episode_id	mhd_episode_id		Genomics England																						
GE:mhd_epistart_date	mhd_epistart_date		Genomics England																						
GE:mhd_epitype	mhd_epitype		Genomics England																						
GE:mhd_ethnicity	mhd_ethnicity		ethnicity/race																						
GE:mhd_event_id	mhd_event_id		Genomics England																						
GE:mhd_eventdate	mhd_eventdate		Genomics England																						
GE:mhd_eventtype	mhd_eventtype		Genomics England																						
GE:mhd_expirydate	mhd_expirydate		Genomics England																						
GE:mhd_expirytime	mhd_expirytime		Genomics England																						
GE:mhd_gender	mhd_gender		gender																						
GE:mhd_health_care_spell_end_reason	mhd_health_care_spell_end_reason		Genomics England																						
GE:mhd_honos_flag	mhd_honos_flag		Genomics England																						
GE:mhd_honos_honosrating1_score	mhd_honos_honosrating1_score		Genomics England																						
GE:mhd_honos_honosrating10_score	mhd_honos_honosrating10_score		Genomics England																						
GE:mhd_honos_honosrating11_score	mhd_honos_honosrating11_score		Genomics England																						
GE:mhd_honos_honosrating12_score	mhd_honos_honosrating12_score		Genomics England																						
GE:mhd_honos_honosrating2_score	mhd_honos_honosrating2_score		Genomics England																						
GE:mhd_honos_honosrating3_score	mhd_honos_honosrating3_score		Genomics England																						
GE:mhd_honos_honosrating4_score	mhd_honos_honosrating4_score		Genomics England																						
GE:mhd_honos_honosrating5_score	mhd_honos_honosrating5_score		Genomics England																						
GE:mhd_honos_honosrating6_score	mhd_honos_honosrating6_score		Genomics England																						
GE:mhd_honos_honosrating7_score	mhd_honos_honosrating7_score		Genomics England																						
GE:mhd_honos_honosrating8_score	mhd_honos_honosrating8_score		Genomics England																						
GE:mhd_honos_honosrating8_type	mhd_honos_honosrating8_type		Genomics England																						
GE:mhd_honos_honosrating9_score	mhd_honos_honosrating9_score		Genomics England																						
GE:mhd_honos_secure_flag	mhd_honos_secure_flag		Genomics England																						
GE:mhd_honos65_flag	mhd_honos65_flag		Genomics England																						
GE:mhd_honos65_rating1_score	mhd_honos65_rating1_score		Genomics England																						
GE:mhd_honos65_rating10_score	mhd_honos65_rating10_score		Genomics England																						
GE:mhd_honos65_rating11_score	mhd_honos65_rating11_score		Genomics England																						
GE:mhd_honos65_rating12_score	mhd_honos65_rating12_score		Genomics England																						
GE:mhd_honos65_rating2_score	mhd_honos65_rating2_score		Genomics England																						
GE:mhd_honos65_rating3_score	mhd_honos65_rating3_score		Genomics England																						
GE:mhd_honos65_rating4_score	mhd_honos65_rating4_score		Genomics England																						
GE:mhd_honos65_rating5_score	mhd_honos65_rating5_score		Genomics England																						
GE:mhd_honos65_rating6_score	mhd_honos65_rating6_score		Genomics England																						
GE:mhd_honos65_rating7_score	mhd_honos65_rating7_score		Genomics England																						
GE:mhd_honos65_rating8_score	mhd_honos65_rating8_score		Genomics England																						
GE:mhd_honos65_rating8_type	mhd_honos65_rating8_type		Genomics England																						
GE:mhd_honos65_rating9_score	mhd_honos65_rating9_score		Genomics England																						
GE:mhd_honosca_flag	mhd_honosca_flag		Genomics England																						
GE:mhd_honoscarating1_score	mhd_honoscarating1_score		Genomics England																						
GE:mhd_honoscarating10_score	mhd_honoscarating10_score		Genomics England																						
GE:mhd_honoscarating11_score	mhd_honoscarating11_score		Genomics England																						
GE:mhd_honoscarating12_score	mhd_honoscarating12_score		Genomics England																						
GE:mhd_honoscarating13_score	mhd_honoscarating13_score		Genomics England																						
GE:mhd_honoscarating14_score	mhd_honoscarating14_score		Genomics England																						
GE:mhd_honoscarating15_score	mhd_honoscarating15_score		Genomics England																						
GE:mhd_honoscarating2_score	mhd_honoscarating2_score		Genomics England																						
GE:mhd_honoscarating3_score	mhd_honoscarating3_score		Genomics England																						
GE:mhd_honoscarating4_score	mhd_honoscarating4_score		Genomics England																						
GE:mhd_honoscarating5_score	mhd_honoscarating5_score		Genomics England																						
GE:mhd_honoscarating6_score	mhd_honoscarating6_score		Genomics England																						
GE:mhd_honoscarating7_score	mhd_honoscarating7_score		Genomics England																						
GE:mhd_honoscarating8_score	mhd_honoscarating8_score		Genomics England																						
GE:mhd_honoscarating9_score	mhd_honoscarating9_score		Genomics England																						
GE:mhd_honossecureratinga_score	mhd_honossecureratinga_score		Genomics England																						
GE:mhd_honossecureratingb_score	mhd_honossecureratingb_score		Genomics England																						
GE:mhd_honossecureratingc_score	mhd_honossecureratingc_score		Genomics England																						
GE:mhd_honossecureratingd_score	mhd_honossecureratingd_score		Genomics England																						
GE:mhd_honossecureratinge_score	mhd_honossecureratinge_score		Genomics England																						
GE:mhd_honossecureratingf_score	mhd_honossecureratingf_score		Genomics England																						
GE:mhd_honossecureratingg_score	mhd_honossecureratingg_score		Genomics England																						
GE:mhd_int_clincare_intensity_code	mhd_int_clincare_intensity_code		Genomics England																						
GE:mhd_intended_agegroup	mhd_intended_agegroup		Genomics England																						
GE:mhd_jobrole	mhd_jobrole		Genomics England																						
GE:mhd_lad_ua	mhd_lad_ua		Genomics England																						
GE:mhd_mainspecialty	mhd_mainspecialty		Genomics England																						
GE:mhd_manpsych_date	mhd_manpsych_date		Genomics England																						
GE:mhd_marital_status	mhd_marital_status		Genomics England																						
GE:mhd_mencat07	mhd_mencat07		Genomics England																						
GE:mhd_mhc_team_type	mhd_mhc_team_type		Genomics England																						
GE:mhd_mhct_flag	mhd_mhct_flag		Genomics England																						
GE:mhd_mhct_honosrating1_score	mhd_mhct_honosrating1_score		Genomics England																						
GE:mhd_mhct_honosrating10_score	mhd_mhct_honosrating10_score		Genomics England																						
GE:mhd_mhct_honosrating11_score	mhd_mhct_honosrating11_score		Genomics England																						
GE:mhd_mhct_honosrating12_score	mhd_mhct_honosrating12_score		Genomics England																						
GE:mhd_mhct_honosrating2_score	mhd_mhct_honosrating2_score		Genomics England																						
GE:mhd_mhct_honosrating3_score	mhd_mhct_honosrating3_score		Genomics England																						
GE:mhd_mhct_honosrating4_score	mhd_mhct_honosrating4_score		Genomics England																						
GE:mhd_mhct_honosrating5_score	mhd_mhct_honosrating5_score		Genomics England																						
GE:mhd_mhct_honosrating6_score	mhd_mhct_honosrating6_score		Genomics England																						
GE:mhd_mhct_honosrating7_score	mhd_mhct_honosrating7_score		Genomics England																						
GE:mhd_mhct_honosrating8_score	mhd_mhct_honosrating8_score		Genomics England																						
GE:mhd_mhct_honosrating8_type	mhd_mhct_honosrating8_type		Genomics England																						
GE:mhd_mhct_honosrating9_score	mhd_mhct_honosrating9_score		Genomics England																						
GE:mhd_mhmds_person_id	mhd_mhmds_person_id		Genomics England																						
GE:mhd_mhmds_spell_id	mhd_mhmds_spell_id		Genomics England																						
GE:mhd_nhs_occupcode	mhd_nhs_occupcode		Genomics England																						
GE:mhd_pbr_cluster	mhd_pbr_cluster		Genomics England																						
GE:mhd_pct_of_gp_practice	mhd_pct_of_gp_practice		Genomics England																						
GE:mhd_pct_of_residence	mhd_pct_of_residence		Genomics England																						
GE:mhd_phq9_q1_score	mhd_phq9_q1_score		Genomics England																						
GE:mhd_phq9_q2_score	mhd_phq9_q2_score		Genomics England																						
GE:mhd_phq9_q3_score	mhd_phq9_q3_score		Genomics England																						
GE:mhd_phq9_q4_score	mhd_phq9_q4_score		Genomics England																						
GE:mhd_phq9_q5_score	mhd_phq9_q5_score		Genomics England																						
GE:mhd_phq9_q6_score	mhd_phq9_q6_score		Genomics England																						
GE:mhd_phq9_q7_score	mhd_phq9_q7_score		Genomics England																						
GE:mhd_phq9_q8_score	mhd_phq9_q8_score		Genomics England																						
GE:mhd_phq9_q9_score	mhd_phq9_q9_score		Genomics England																						
GE:mhd_phq9_total_score	mhd_phq9_total_score		Genomics England																						
GE:mhd_postcode_district	mhd_postcode_district		Genomics England																						
GE:mhd_primarydiagnosis	mhd_primarydiagnosis		Genomics England																						
GE:mhd_propsych_date	mhd_propsych_date		Genomics England																						
GE:mhd_provider_org_code	mhd_provider_org_code		Genomics England																						
GE:mhd_psychpresc_date	mhd_psychpresc_date		Genomics England																						
GE:mhd_psychtreat_start_date	mhd_psychtreat_start_date		Genomics England																						
GE:mhd_referral_request_status_date	mhd_referral_request_status_date		Genomics England																						
GE:mhd_refrec_date	mhd_refrec_date		Genomics England																						
GE:mhd_sacrating13_score	mhd_sacrating13_score		Genomics England																						
GE:mhd_sacratinga_score	mhd_sacratinga_score		Genomics England																						
GE:mhd_sacratingb_score	mhd_sacratingb_score		Genomics England																						
GE:mhd_sacratingc_score	mhd_sacratingc_score		Genomics England																						
GE:mhd_sacratingd_score	mhd_sacratingd_score		Genomics England																						
GE:mhd_sacratinge_score	mhd_sacratinge_score		Genomics England																						
GE:mhd_secondarydiagnosis	mhd_secondarydiagnosis		Genomics England																						
GE:mhd_settled_accommodation_indicator	mhd_settled_accommodation_indicator		Genomics England																						
GE:mhd_sex_code	mhd_sex_code		biological sex																						
GE:mhd_source_of_referral	mhd_source_of_referral		Genomics England																						
GE:mhd_start_date_mhcs	mhd_start_date_mhcs		Genomics England																						
GE:mhd_starttime	mhd_starttime		Genomics England																						
