Term ID	Label	Parent Term	Definition	GECKO Category	Internal ID	Suggested Categories	Comment
ELSABRASIL:0000490	knows somebody with whom you could talk about a very important issue		Conversar assunto muito importante (Q59)	social environment	capa59		"these questions refer to ""social capital"" that the participant has in their community"
ELSABRASIL:0000491	specify with whom you could talk about a very important issue		Quem conversa assuntos importantes (Q60)	social environment	capa60		"these questions refer to ""social capital"" that the participant has in their community"
ELSABRASIL:0000492	knows somebody who could facilitate a medical exam or hospitalization		Facilitar hospitalizacao ou exame (Q61)	social environment	capa61		"these questions refer to ""social capital"" that the participant has in their community"
ELSABRASIL:0000493	specify who could facilitate a medical exam or hospitalization		Quem facilita hospitalizacao/exame (Q62)	social environment	capa62		"these questions refer to ""social capital"" that the participant has in their community"
ELSABRASIL:0000494	bariatric surgery		Cirurgia bariatrica (Q1)	surgical interventions	cbaa1		
ELSABRASIL:0000495	bariatric surgery age		Idade que fez cirurgia bariatrica (Q2)	surgical interventions	cbaa2a		
ELSABRASIL:0000496	headache last 12 months		Dor de cabeca nos ultimos 12m (Q1)	signs and symptoms	cefa1		
ELSABRASIL:0000497	headache frequency last 12 months		Freq dor de cabeca nos ultimos 12m (Q2)	signs and symptoms	cefa2		
ELSABRASIL:0000498	headache duration last 12 months		Duracao dor de cabeca ultimos 12m (Q3)	signs and symptoms	cefa3		
ELSABRASIL:0000499	problem sight/sensitivity/strength before onset		Antes problema visao/sensib/forca (Q4)	signs and symptoms	cefa4		
ELSABRASIL:0000500	headache type last 12 months		Tipo dor de cabeca ultimos 12 m (Q5)	signs and symptoms	cefa5		
ELSABRASIL:0000501	headache location last 12 months		Parte da cabeca tem dor ultimos 12m (Q6)	signs and symptoms	cefa6		
ELSABRASIL:0000502	headache intensity last 12 months		Intensidade dor cabeca ultimos 12m (Q7)	signs and symptoms	cefa7		
ELSABRASIL:0000503	headache after physical exercise last 12 months		Dor cabeca ao exercicio ultimos 12m (Q8)	signs and symptoms	cefa8		
ELSABRASIL:0000504	headache sensitive to light last 12 months		Luz incomoda dor cabeca ultimos 12m (Q9)	signs and symptoms	cefa9		
ELSABRASIL:0000505	headache sensitive to sound last 12 months		Som incomoda dor ultimos 12m (Q10)	signs and symptoms	cefa10		
ELSABRASIL:0000506	headache food last 12 months		Alimentacao dor cabeca ultimos 12m (Q11)	signs and symptoms	cefa11		
ELSABRASIL:0000507	any pain last 30 days (A1)		Algum tipo dor nos ultimos 30d (A1)	signs and symptoms	cisaa1		
ELSABRASIL:0000508	discomfort last 30 days (A2)		Desconforto ultimos 30d (A2)	signs and symptoms	cisaa2		
ELSABRASIL:0000509	pain because anxious/stressed/feeling down (A3)		Dor pq para baixo/ansioso/estressado(A3)	psychological distress and emotions	cisaa3		
ELSABRASIL:0000510	number of days of pain/discomfort last 7d (A4)		Qtos dias dor/desconforto nos ult 7d(A4)	signs and symptoms	cisaa4		
ELSABRASIL:0000511	pain/discomfort for more than 3 hours last 7d (A5)		Dor/desconforto +de3h nos ultimos 7d(A5)	signs and symptoms	cisaa5		
ELSABRASIL:0000512	how unpleasant pain/discomfort last 7d (A6)		Quao desagradavel dor/desconforto 7d(A6)	signs and symptoms	cisaa6		
ELSABRASIL:0000513	bothered by pain during something interesting last 7d (A7)		Dor incomodou algo interessante 7d (A7)	signs and symptoms	cisaa7		
ELSABRASIL:0000514	duration pain/discomfort (A8)		Qto tempo dor/desconforto esta assim(A8)	signs and symptoms	cisaa8		
ELSABRASIL:0000515	feeling tired last 30d (B1)		Cansado nos ultimos 30d (B1)	signs and symptoms	cisab1		
ELSABRASIL:0000516	less energy last 30d (B2)		Menos energia nos ultimos 30d (B2)	signs and symptoms	cisab2		
ELSABRASIL:0000517	knows reason tired/less energy (B3)		Sabe pq cansado/menos energia (B3)	signs and symptoms	cisab3		
ELSABRASIL:0000518	main reason for tired/less energy (B3a)		Causa principal cansado (B3a)	signs and symptoms	cisab3a		
ELSABRASIL:0000519	number of days tired last 7d (B4)		Qtos dias cansado nos ultimos 7d (B4)	signs and symptoms	cisab4		
ELSABRASIL:0000520	tired for more than 3 hours last 7d (B5)		Cansado +de3h nos ultimos 7d (B5)	signs and symptoms	cisab5		
ELSABRASIL:0000521	so tired had to make an effort last 7d (B6)		Tao cansado q precisou esforcar 7d (B6)	signs and symptoms	cisab6		
ELSABRASIL:0000522	feeling tired during something likes last 7d (B7)		Cansado fazendo o q gosta 7d (B7)	signs and symptoms	cisab7		
ELSABRASIL:0000523	feeling tired during something that used to like last 7d (B8)		Cansado fazia q costumava gostar 7d (B8)	signs and symptoms	cisab8		
ELSABRASIL:0000524	duration tired/less energy (B9)		Qto tempo sentido cansado assim (B9)	signs and symptoms	cisab9		
ELSABRASIL:0000525	hard to concentrate last 30d (C1)		Dific concentracao nos ultimos 30d (C1)	signs and symptoms	cisac1		
ELSABRASIL:0000526	memory problems/forgetfulness last 30d (C2)		Problema memoria/esquecimento 30d (C2)	signs and symptoms	cisac2		
ELSABRASIL:0000527	number of days memory problems/forgetfulness last 7d (C4)		Qtos dias prob concentrar/memoria 7d(C4)	signs and symptoms	cisac4		
ELSABRASIL:0000528	able to concentrate TV/newspaper/conversation last 7d (C5)		Concentrou TV/ler jornal/conversar 7d (C5)	signs and symptoms	cisac5		
ELSABRASIL:0000529	concentration problems prevented from doing something last 7d (C6)		Prob concentracao impediu algo 7d (C6)	signs and symptoms	cisac6		
ELSABRASIL:0000530	forgot something important last 7d (C7)		Esqueceu algo importante ultimos 7d (C7)	signs and symptoms	cisac7		
ELSABRASIL:0000531	duration memory problems/forgetfulness (C8)		Qto tempo prob concentracao/memoria (C8)	signs and symptoms	cisac8		
ELSABRASIL:0000532	sleeping problem last 30d (D1)		Problema p dormir nos ultimos 30d (D1)	signs and symptoms	cisad1		
ELSABRASIL:0000533	sleep more than usual problem last 30d (D2)		Dormir +q costuma sido prob ult 30d (D2)	signs and symptoms	cisad2		
ELSABRASIL:0000534	number of nights sleeping problem last 7d (D3)		Qtas noites prob sono nos ult 7d (D3)	signs and symptoms	cisad3		
ELSABRASIL:0000535	knows reason sleeping problem (D4)		Sabe pq tem tido prob sono (D4)	signs and symptoms	cisad4		
ELSABRASIL:0000536	main reason for sleeping problem (D4a)		Princ causa prob sono (D4a)	signs and symptoms	cisad4a		
ELSABRASIL:0000537	most time spent trying to sleep last 7d (D5)		Tempo tentando dormir pior noite 7d (D5)	sleep history	cisad5		
ELSABRASIL:0000538	tried and failed to sleep for more than 3h last 7d (D6)		Gastou 3ou+h tentando dormir ult 7d (D6)	sleep history	cisad6		
ELSABRASIL:0000539	woke 2h before usual time and couldn't sleep last 7d (D7)		Acordou 2h+cedo nos ult 7d (D7)	sleep history	cisad7		
ELSABRASIL:0000540	time slept more than usual last 7d (D8)		Qto tempo dormiu a+ qndo +dormiu 7d (D8)	sleep history	cisad8		
ELSABRASIL:0000541	nights slept 3h or more than usual last 7d (D9)		Dormiu 3ou+h alem q costuma ult 7d (D9)	sleep history	cisad9		
ELSABRASIL:0000542	duration sleeping problems (D10)		Qto tempo prob sono assim (D10)	sleep history	cisad10		
ELSABRASIL:0000543	impatient/irritable last 30d (E1)		Impaciente/irritavel ultimos 30d (E1)	psychological distress and emotions	cisae1		
ELSABRASIL:0000544	angry at trivial matters last 30d (E2)		Irrita/furioso algo trivial ult 30d(E2)	psychological distress and emotions	cisae2		
ELSABRASIL:0000545	number of days impatient/irritable last 7d (E3)		Qto impaciente/irritado ultimos 7d (E3)	psychological distress and emotions	cisae3		
ELSABRASIL:0000546	reason impatient/irritable last 7d (E4)		Que coisas impaciente/irritado 7d (E4)	psychological distress and emotions	cisae4		
ELSABRASIL:0000547	impatient/irritable for more than 1h last 7d (E5)		Impaciente/irritado por +de1h ult 7d(E5)	psychological distress and emotions	cisae5		
ELSABRASIL:0000548	wanted to shout at somebody last 7d (E6)		Vontade gritar c alguem ult 7d (E6)	psychological distress and emotions	cisae6		
ELSABRASIL:0000549	heated argument last 7d (E7)		Discussao/bate-boca ult 7d (E7)	psychological distress and emotions	cisae7		
ELSABRASIL:0000550	heated argument more than once last 7d (E7a)		Discussao/bate-boca +de1x ult 7d (E7a)	psychological distress and emotions	cisae7a		
ELSABRASIL:0000551	justified reason for heated argument (E8)		Justificativa discussao/bate-boca (E8)	psychological distress and emotions	cisae8		
ELSABRASIL:0000552	justified reasons in all cases (E9)		Justificativa em todos casos (E9)	psychological distress and emotions	cisae9		
ELSABRASIL:0000553	duration feeling impatient/irritable (E10)		Qto tempo irritado/impaciente assim(E10)	psychological distress and emotions	cisae10		
ELSABRASIL:0000554	worry physical health last 30d (F1)		Preocupado saude fisica ultimos 30d (F1)	perception of health	cisaf1		
ELSABRASIL:0000555	worry serious physical condition last 30d (F2)		Preocupado prob serio saude fis 30d (F2)	perception of health	cisaf2		
ELSABRASIL:0000556	number of days worried physical health last 7d (F3)		Qtos dias preocupado saude ult 7d (F3)	perception of health	cisaf3		
ELSABRASIL:0000557	too worried about physical health (F4)		Preocupado demais c sua saude 7d (F4)	perception of health	cisaf4		
ELSABRASIL:0000558	worry unpleasantness (F5)		Quao desagradavel preocupa saude 7d (F5)	perception of health	cisaf5		
ELSABRASIL:0000559	stop worry doing something else (F6)		Tirou preocupacao fazendo algo ult7d(F6)	perception of health	cisaf6		
ELSABRASIL:0000560	duration worry physical health (F7)		Qto tempo preocupado c saude assim (F7)	perception of health	cisaf7		
ELSABRASIL:0000561	sad/depressed last 30d (G1)		Triste/deprimido nos ultimos 30 dias (G1)	psychological distress and emotions	cisag1		
ELSABRASIL:0000562	sad/depressed last 7d (G4)		Triste/deprimido nos ultimos 7 dias (G4)	psychological distress and emotions	cisag4		
ELSABRASIL:0000563	able to enjoy things like before last 30d (G2)		Gostar coisas como costumava ult 30d(G2)	psychological distress and emotions	cisag2		
ELSABRASIL:0000564	able to enjoy things like before last 7d (G5)		Gostar coisas como costumava ult 7d (G5)	psychological distress and emotions	cisag5		
ELSABRASIL:0000565	number of days sad/depressed last 7d (G6)		Qtos dias triste/incapaz gostar 7d (G6)	psychological distress and emotions	cisag6		
ELSABRASIL:0000566	sad/depressed for more than 3h last 7d (G7)		Triste/incapaz gostar +de3h ult 7d (G7)	psychological distress and emotions	cisag7		
ELSABRASIL:0000567	sad at family situation last 7d (G8a1)		Triste com familia 7d (G8a1)	psychological distress and emotions	cisag8a1		
ELSABRASIL:0000568	sad at romantic relationship last 7d (G8a2)		Triste c esposo/companheiro 7d (G8a2)	psychological distress and emotions	cisag8a2		
ELSABRASIL:0000569	sad at relationship with friends last 7d (G8a3)		Triste com amigos 7d (G8a3)	psychological distress and emotions	cisag8a3		
ELSABRASIL:0000570	sad at dwelling situation (G8a4)		Triste com moradia 7d (G8a4)	psychological distress and emotions	cisag8a4		
ELSABRASIL:0000571	sad at financial problems (G8a5)		Triste problemas financeiros 7d (G8a5)	psychological distress and emotions	cisag8a5		
ELSABRASIL:0000572	sad with physical health (G8a6)		Triste com saude fisica 7d (G8a6)	psychological distress and emotions	cisag8a6		
ELSABRASIL:0000573	sad with mental health (G8a7)		Triste com saude mental 7d (G8a7)	psychological distress and emotions	cisag8a7		
ELSABRASIL:0000574	sad at work/study or lack thereof (G8a8)		Triste trabalho/estudo ou falta 7d(G8a8)	psychological distress and emotions	cisag8a8		
ELSABRASIL:0000575	sad at judicial problem (G8a9)		Triste problemas com a justica 7d (G8a9)	psychological distress and emotions	cisag8a9		
ELSABRASIL:0000576	sad at political problems/news (G8a10)		Triste prob politica/noticias 7d(G8a10)	psychological distress and emotions	cisag8a10		
ELSABRASIL:0000577	sad for other reasons (G8a11)		Triste por outros motivos 7d (G8a11)	psychological distress and emotions	cisag8a11		
ELSABRASIL:0000578	sad at nothing or doesn't know why (G8a12)		Triste N sabe pq/nada especial 7d(G8a12)	psychological distress and emotions	cisag8a12		
ELSABRASIL:0000579	main reason sad/depressed (G8b)		Pric razao triste/deprimido (G8b)	psychological distress and emotions	cisag8b		
ELSABRASIL:0000580	happy when something good happened last 7d (G9)		Alegrou c algo bom ou acompanhado 7d(G9)	psychological distress and emotions	cisag9		
ELSABRASIL:0000581	duration sad/depressed (G10)		Qto tempo triste assim (G10)	psychological distress and emotions	cisag10		
ELSABRASIL:0000582	time of day felt worse when sad/depressed last 7d (H1)		Pior triste/deprimido ult 7d (H1)	psychological distress and emotions	cisah1		
ELSABRASIL:0000583	sexual desire last 30d (H2)		Desejo sexual nos ultimos 30d (H2)	psychological distress and emotions	cisah2		
ELSABRASIL:0000584	restless couldn't sit still last 7d (H3a)		Triste tao inquieto q nao senta 7d (H3a)	psychological distress and emotions	cisah3a		
ELSABRASIL:0000585	moving slower when sad last 7d (H3b)		Qdo triste ficou +lento ult 7d (H3b)	psychological distress and emotions	cisah3b		
ELSABRASIL:0000586	spoke less when sad last 7d (H3c)		Qdo triste falou -q normal ult 7d (H3c)	psychological distress and emotions	cisah3c		
ELSABRASIL:0000587	felt guilty last 7d (H4)		Sentiu culpado ult 7d (H4)	psychological distress and emotions	cisah4		
ELSABRASIL:0000588	felt not as good as others last 7d (H5)		Nao tao bom qto outras pessoas 7d (H5)	psychological distress and emotions	cisah5		
ELSABRASIL:0000589	completely out of hope last 7d (H6)		Completamente sem esperanca 7d (H6)	psychological distress and emotions	cisah6		
ELSABRASIL:0000590	life not worth living (H8)		N vale a pena viver 7d (H8)	psychological distress and emotions	cisah8		
ELSABRASIL:0000591	thought about killing oneself (H9a)		Pensou se matar ult 7d (H9a)	psychological distress and emotions	cisah9a		
ELSABRASIL:0000592	talked to doctor about killing oneself (H9b)		Falou c medico q pensou se matar (H9b)	psychological distress and emotions	cisah9b		
ELSABRASIL:0000593	more worried than should be last 30d (I1)		Preocupado +q deveria ult 30d (I1)	psychological distress and emotions	cisai1		
ELSABRASIL:0000594	felt any worry last 30d (I2)		Alguma preocupacao nos ult 30d (I2)	psychological distress and emotions	cisai2		
ELSABRASIL:0000595	worried with family situation last 7d (I3a1)		Preocupado c familia 30d (I3a1)	psychological distress and emotions	cisai3a1		
ELSABRASIL:0000596	worried with romantic relationship last 7d (I3a2)		Preocupado esposo/companheiro 30d (I3a2)	psychological distress and emotions	cisai3a2		
ELSABRASIL:0000597	worried with relationship with friends last 7d (I3a3)		Preocupado c amigos 30d (I3a3)	psychological distress and emotions	cisai3a3		
ELSABRASIL:0000598	worried with dwelling situation (I3a4)		Preocupado c moradia 30d (I3a4)	psychological distress and emotions	cisai3a4		
ELSABRASIL:0000599	worried with financial problems (I3a5)		Preocupado c prob financeiros 30d (I3a5)	psychological distress and emotions	cisai3a5		
ELSABRASIL:0000600	worried with physical health (I3a6)		Preocupado c sua saude fisica 30d (I3a6)	psychological distress and emotions	cisai3a6		
ELSABRASIL:0000601	worried with mental health (I3a7)		Preocupado c sua saude mental 30d (I3a7)	psychological distress and emotions	cisai3a7		
ELSABRASIL:0000602	worried with work/study or lack thereof (I3a8)		Preoc estudo/trabalho ou falta 30d(I3a8)	psychological distress and emotions	cisai3a8		
ELSABRASIL:0000603	worried with judicial problem (I3a9)		Preocupado c prob c a justica 30d (I3a9)	psychological distress and emotions	cisai3a9		
ELSABRASIL:0000604	worried with political problems/news (I3a10)		Preocupado c politica/noticias 30d (I3a10)	psychological distress and emotions	cisai3a10		
ELSABRASIL:0000605	worried for other reasons (I3a11)		Preocupado por outros motivos 30d(I3a11)	psychological distress and emotions	cisai3a11		
ELSABRASIL:0000606	worried with nothing or doesn't know why (I3a12)		Preocupado Nsabe pq/nada especial(I3a12)	psychological distress and emotions	cisai3a12		
ELSABRASIL:0000607	main reason worry (I3b)		Principal razao para preocupacao (I3b)	psychological distress and emotions	cisai3b		
ELSABRASIL:0000608	number of days worried last 7d (I6)		Qtos dias teve preocupacoes ult 7d (I6)	psychological distress and emotions	cisai6		
ELSABRASIL:0000609	worry excessively (I7)		Preocupado demais (I7)	psychological distress and emotions	cisai7		
ELSABRASIL:0000610	worry unpleasantness last 7d (I8)		Quao desagradaveis preocupacoes 7d(I8)	psychological distress and emotions	cisai8		
ELSABRASIL:0000611	worry for more than 3h last 7d (I9)		Preocupado +de3h nos ult 7d (I9)	psychological distress and emotions	cisai9		
ELSABRASIL:0000612	duration of worry (I10)		Qto tempo preocupado assim (I10)	psychological distress and emotions	cisai10		
ELSABRASIL:0000613	anxious/nervous last 7d (J1)		Ansioso/nervoso nos ult 7d (J1)	psychological distress and emotions	cisaj1		
ELSABRASIL:0000614	tense/couldn't relax last 30d (J2)		Tenso/sem relaxar ult 30d (J2)	psychological distress and emotions	cisaj2		
ELSABRASIL:0000615	anxious/nervous without real danger last 30d (J3)		Ansioso/tenso sem perigo real 30d (J3)	psychological distress and emotions	cisaj3		
ELSABRASIL:0000616	anxious at specific situation or generally last 30d (J5)		Ansiedade especifica ou geral 30d (J5)	psychological distress and emotions	cisaj5		
ELSABRASIL:0000617	number of days anxious/nervous last 7d (J6)		Qtos dias ansioso geral ult 7d (j6)	psychological distress and emotions	cisaj6		
ELSABRASIL:0000618	general anxiety unpleasantness last 7d (J8)		Quao desagradavel ansiedade geral 7d(J8)	psychological distress and emotions	cisaj8		
ELSABRASIL:0000619	general anxiety symptoms last 7d (J9)		Sintomas ansiedade geral 7d (J9)	psychological distress and emotions	cisaj9		
ELSABRASIL:0000620	accelerated heart beat/palpitations last 7d (J9a1)		Coracao acelerado/palpitacoes 7d (J9a1)	signs and symptoms	cisaj9a1		
ELSABRASIL:0000621	sweaty/trembling hands last 7d (J9a2)		Maos suadas ou tremendo 7d (J9a2)	signs and symptoms	cisaj9a2		
ELSABRASIL:0000622	dizziness last 7d (J9a3)		Tontura 7d (J9a3)	signs and symptoms	cisaj9a3		
ELSABRASIL:0000623	breathlessness last 7d (J9a4)		Falta de ar 7d (J9a4)	signs and symptoms	cisaj9a4		
ELSABRASIL:0000624	strange sensation stomach last 7d (J9a5)		Sensacao estranha estomago 7d (J9a5)	signs and symptoms	cisaj9a5		
ELSABRASIL:0000625	dry mouth (J9a6)		Boca seca 7d (J9a6)	signs and symptoms	cisaj9a6		
ELSABRASIL:0000626	nauseated (J9a7)		Nausea/vontade vomitar 7d (J9a7)	signs and symptoms	cisaj9a7		
ELSABRASIL:0000627	anxious/nervous more than 3h last 7d (J10)		Ansioso/tenso +de3h nos ult 7d (J10)	psychological distress and emotions	cisaj10		
ELSABRASIL:0000628	duration anxious/nervous (J11)		Qto tempo ansioso/tenso assim (J11)	psychological distress and emotions	cisaj11		
ELSABRASIL:0000629	avoided situation without real danger last 30d (K2)		Evitou algo sem perigo real ult 30d (K2)	psychological distress and emotions	cisak2		
ELSABRASIL:0000630	avoided public/crowded spaces last 30d (K3b1)		Evitou lugar publico/multidao 30d (K3b1)	psychological distress and emotions	cisak3b1		
ELSABRASIL:0000631	avoided closed spaces last 30d (K3b2)		Evitou lugares fechados 30d (K3b2)	psychological distress and emotions	cisak3b2		
ELSABRASIL:0000632	avoided social situations last 30d (K3b3)		Evitou situacao social 30d (K3b3)	psychological distress and emotions	cisak3b3		
ELSABRASIL:0000633	avoided seeing blood or wounds (K3b4)		Evitou sangue ou ferimentos 30d (K3b4)	psychological distress and emotions	cisak3b4		
ELSABRASIL:0000634	avoided other specific thing (K3b5)		Evitou outra coisa especifica 30d (K3b5)	psychological distress and emotions	cisak3b5		
ELSABRASIL:0000635	avoided other, specify (K3b7)		Evitou outros ult 30d (K3b7)	psychological distress and emotions	cisak3b7		
ELSABRASIL:0000636	description of other avoided (K3b)		Quais outros evitou 30d (K3b)	psychological distress and emotions	cisak3b8		
ELSABRASIL:0000637	anxious public/crowded spaces last 30d (K3a1)		Ansioso lugar publico/multidao 30d(K3a1)	psychological distress and emotions	cisak3a1		
ELSABRASIL:0000638	anxious closed spaces last 30d (K3a2)		Ansioso lugares fechados 30d (K3a2)	psychological distress and emotions	cisak3a2		
ELSABRASIL:0000639	anxious social situations last 30d (K3a3)		Ansioso situacao social 30d (K3a3)	psychological distress and emotions	cisak3a3		
ELSABRASIL:0000640	anxious seeing blood or wounds (K3a4)		Ansioso sangue/ferimentos 30d (K3a4)	psychological distress and emotions	cisak3a4		
ELSABRASIL:0000641	anxious other specific thing (K3a5)		Ansioso outra coisa especifica 30d(K3a5)	psychological distress and emotions	cisak3a5		
ELSABRASIL:0000642	anxious other, specify (K3a7)		Ansioso outros motivos 30d (K3a7)	psychological distress and emotions	cisak3a7		
ELSABRASIL:0000643	description of other anxious (K3a)		Quais outros motivos mais ansioso 30d (K3a)	psychological distress and emotions	cisak3a8		
ELSABRASIL:0000644	number of times anxious/nervous specific situation last 7d (K4)		Qtas x ansioso c coisa especifica 7d(K4)	psychological distress and emotions	cisak4		
ELSABRASIL:0000645	symptoms specific situation last 7d (K5)		Sintomas situacao especifica ult 7d (K5)	psychological distress and emotions	cisak5		
ELSABRASIL:0000646	accelerated heart beat/palpitations last 7d (K5a1)		Coracao acelerado/palpitacoes 7d (K5a1)	psychological distress and emotions	cisak5a1		
ELSABRASIL:0000647	sweaty/trembling hands last 7d (K5a2)		Maos suadas ou tremendo 7d (K5a2)	psychological distress and emotions	cisak5a2		
ELSABRASIL:0000648	dizziness last 7d (K5a3)		Tontura 7d (K5a3)	psychological distress and emotions	cisak5a3		
ELSABRASIL:0000649	breathlessness last 7d (K5a4)		Falta de ar 7d (K5a4)	psychological distress and emotions	cisak5a4		
ELSABRASIL:0000650	strange sensation stomach last 7d (K5a5)		Sensacao estranha estomago 7d (K5a5)	psychological distress and emotions	cisak5a5		
ELSABRASIL:0000651	dry mouth (K5a6)		Boca seca 7d (K5a6)	psychological distress and emotions	cisak5a6		
ELSABRASIL:0000652	nauseated (K5a7)		Nausea/vontade vomitar 7d (K5a7)	psychological distress and emotions	cisak5a7		
ELSABRASIL:0000653	avoided situation without real danger last 7d (K6)		Evitou algo sem perigo real ult 7d (K6)	psychological distress and emotions	cisak6		
ELSABRASIL:0000654	number of times avoided situation last 7d (K7)		Qtas x evitou algo sem perigo 7d (K7)	psychological distress and emotions	cisak7		
ELSABRASIL:0000655	duration of specific anxiety (K8)		Qto tempo ansiedade especifica assim (K8)	psychological distress and emotions	cisak8		
ELSABRASIL:0000656	felt panic last 30d (L1)		Panico nos ultimos 30d (L1)	psychological distress and emotions	cisal1		
ELSABRASIL:0000657	number of times panic last 7d (L2)		Qtas vezes panico nos ultimos 7d (L2)	psychological distress and emotions	cisal2		
ELSABRASIL:0000658	panic unpleasantness last 7d (L3)		Quao desagradavel panico ult 7d (L3)	psychological distress and emotions	cisal3		
ELSABRASIL:0000659	panic lasted more than 10min (L4)		Panico +de10min (L4)	psychological distress and emotions	cisal4		
ELSABRASIL:0000660	no anxiety between panic attacks (L5)		Sem ansiedade entre ataques panico (L5)	psychological distress and emotions	cisal5		
ELSABRASIL:0000661	panic at specific cause (L6)		Causa de panico por algo especifico (L6)	psychological distress and emotions	cisal6		
ELSABRASIL:0000662	duration panic (L7)		Qto tempo tido ataques panico assim (L7)	psychological distress and emotions	cisal7		
ELSABRASIL:0000663	repeated behavior knowing last 30d (M1)		Repeticoes sabendo tinha feito 30d (M1)	psychological distress and emotions	cisam1		
ELSABRASIL:0000664	number of days repeating behavior last 7d (M2)		Qtos dias fez repeticoes ult 7d (M2)	psychological distress and emotions	cisam2		
ELSABRASIL:0000665	repeating behavior last 7d (M3)		O q repetindo varias x ult 7d (M3)	psychological distress and emotions	cisam3		
ELSABRASIL:0000666	tried stopping to repeat behavior last 7d (M4)		Tentou parar repetir ult 7d (M4)	psychological distress and emotions	cisam4		
ELSABRASIL:0000667	bothered by repeating behavior last 7d (M5)		Repetir incomodou ult 7d (M5)	psychological distress and emotions	cisam5		
ELSABRASIL:0000668	behavior with most repetitions last 7d (M6)		O q repetiu maior numero de vezes 7d(M6)	psychological distress and emotions	cisam6		
ELSABRASIL:0000669	number of repetitions last 7d (M7)		Qtas vezes repetiu isso ult 7d (M7)	psychological distress and emotions	cisam7		
ELSABRASIL:0000670	duration of repeated behavior (M8)		Qto tempo tem repetido assim (M8)	psychological distress and emotions	cisam8		
ELSABRASIL:0000671	unpleasant intrusive thought last 30d (N1)		Pensamento desagradavel voltando 30d(N1)	psychological distress and emotions	cisan1		
ELSABRASIL:0000672	same intrustive thought or general preocupation (N2)		Mesmo pensamento sempre voltando (N2)	psychological distress and emotions	cisan2		
ELSABRASIL:0000673	description intrusive thought (N3)		Qual pensamento desagradavel (N3)	psychological distress and emotions	cisan3		
ELSABRASIL:0000674	number of days instrusive thought last 7d (N4)		Qtos dias esses pensamentos ult 7d (N4)	psychological distress and emotions	cisan4		
ELSABRASIL:0000675	tried stop thinking last 7d (N5)		Tentou parar de pensar nisso ult 7d (N5)	psychological distress and emotions	cisan5		
ELSABRASIL:0000676	bothered by intrusive thought last 7d (N6)		Pensamento incomodou/chateou ult 7d (N6)	psychological distress and emotions	cisan6		
ELSABRASIL:0000677	longest episode of this intrusive thought last 7d (N7)		Episodio mais longo desse pensamento 7d (N7)	psychological distress and emotions	cisan7		
ELSABRASIL:0000678	duration of intrusive thoughts (N8)		Qto tempo tido pensamentos assim (N8)	psychological distress and emotions	cisan8		
ELSABRASIL:0000679	stopped from doing wanted things last 7d (O1)		Impediram q fazia/gostaria fazer 7d (O1)	psychological distress and emotions	cisao1		
ELSABRASIL:0000680	stopped from doing things more than once last 7d (O1a)		Impediram +de1x nos ultimos 7d (O1a)	psychological distress and emotions	cisao1a		
ELSABRASIL:0000681	made things harder (O1b)		Tornaram coisas +dificeis (O1b)	psychological distress and emotions	cisao1b		
ELSABRASIL:0000682	arrived walking		Chegou andando (Q1)	physical activity history	claa1		
ELSABRASIL:0000683	pain/discomfort legs when walking		Dor/desconforto pernas qdo anda (Q2)	signs and symptoms	claa2		
ELSABRASIL:0000684	pain starts when standing/sitting		Dor comeca parado em pe/senatado (Q3)	signs and symptoms	claa3		
ELSABRASIL:0000685	pain when moving fast		Dor ao subir ou andar rapido (Q4)	signs and symptoms	claa4		
ELSABRASIL:0000686	pain when moving normal pace		Dor ao andar ritmo normal no plano (Q5)	signs and symptoms	claa5		
ELSABRASIL:0000687	pain when stops walking		Dor ao parar de andar (Q6)	signs and symptoms	claa6		
ELSABRASIL:0000688	pain location: F1 (thigh)		Onde dor: F1 (coxa) (Q7)	signs and symptoms	claa7a		
ELSABRASIL:0000689	pain location: D1 (buttocks)		Onde dor: D1 (nadega) (Q7)	signs and symptoms	claa7b		
ELSABRASIL:0000690	pain location: D2 (thigh)		Onde dor: D2 (coxa) (Q7)	signs and symptoms	claa7c		
ELSABRASIL:0000691	pain location: D3 (calf)		Onde dor: D3 (panturrilha) (Q7)	signs and symptoms	claa7d		
ELSABRASIL:0000692	pain location: other		Onde dor: outra localizacao (Q7)	signs and symptoms	claa7e		
ELSABRASIL:0000693	frequency compulsive eating last 6months		Freq comeu compulsivamente ult 6m (Q1)	psychological distress and emotions	coaa1		
ELSABRASIL:0000694	laxative/diuretic/vomit self-induced		Laxante/diuretico/vomito provocado (Q2a)	psychological distress and emotions	coaa2a		
ELSABRASIL:0000695	restricted diet/fasting		Dieta restrita/jejum (Q2b)	dietary history	coaa2b		
ELSABRASIL:0000696	frequency rice		Freq Arroz	dietary history	diea1f		
ELSABRASIL:0000697	type of rice		Tipo Arroz	dietary history	diea1t		
ELSABRASIL:0000698	rice portion (number of serving spoons)		Qtde Arroz (Colher de servir)	dietary history	diea1q		
ELSABRASIL:0000699	seasonal consumption rice		Cons Sazonal Arroz	dietary history	diea1s		
ELSABRASIL:0000700	frequency oats/other grains		Freq Aveia/Outros cereais	dietary history	diea2f		
ELSABRASIL:0000701	oats portion (tablespoons)		Qtde Aveia/cereais (Col sopa cheia)	dietary history	diea2q		
ELSABRASIL:0000702	seasonal consumption oats/other grains		Cons Sazonal Aveia/Outros cereais	dietary history	diea2s		
